elm_func,elm_n_neurons,MAE,w2vwindow_size,w2vdimensions,w2vword_min_count,w2vtraining_epochs
tanh,100,1.0751110212534822,5,100,1,15
rbf_l2,100,1.0922586636862641,5,100,1,15
rbf_linf,100,1.0947480714553506,5,100,1,15
sigm,125,1.0620859773311522,5,100,1,15
lin,125,1.0890814923771583,5,100,1,15
tanh,125,1.0710682813423182,5,100,1,15
rbf_l2,125,1.0717830096217345,5,100,1,15
rbf_linf,125,1.0853759074981417,5,100,1,15
sigm,150,1.0537780686843108,5,100,1,15
lin,150,1.0848422336749048,5,100,1,15
tanh,150,1.0496500443556382,5,100,1,15
rbf_l2,150,1.069801267382409,5,100,1,15
rbf_linf,150,1.0506833780892637,5,100,1,15
sigm,175,1.0560390836989768,5,100,1,15
lin,175,1.0837430406891027,5,100,1,15
tanh,175,1.051139647067317,5,100,1,15
rbf_l2,175,1.0521813649219551,5,100,1,15
rbf_linf,175,1.0517398605790542,5,100,1,15
sigm,200,1.0359416431731832,5,100,1,15
lin,200,1.0795126391084218,5,100,1,15
tanh,200,1.0490553285774735,5,100,1,15
rbf_l2,200,1.047630362064085,5,100,1,15
rbf_linf,200,1.075690224746146,5,100,1,15
sigm,33,1.1898992574168277,7,100,1,15
lin,33,1.1576615073432868,7,100,1,15
tanh,33,1.1687635698629553,7,100,1,15
rbf_l2,33,1.269034536886343,7,100,1,15
rbf_linf,33,1.1727913766693834,7,100,1,15
sigm,50,1.146876923820289,7,100,1,15
lin,50,1.1338437184978816,7,100,1,15
tanh,50,1.1114713617836465,7,100,1,15
rbf_l2,50,1.1373236179039228,7,100,1,15
rbf_linf,50,1.1222795350158932,7,100,1,15
sigm,75,1.0990385503915108,7,100,1,15
lin,75,1.1070395225968552,7,100,1,15
tanh,75,1.0917255967664081,7,100,1,15
rbf_l2,75,1.1104316353365111,7,100,1,15
rbf_linf,75,1.117619400527021,7,100,1,15
sigm,100,1.093204863432756,7,100,1,15
lin,100,1.0829484240075529,7,100,1,15
tanh,100,1.0833405575935449,7,100,1,15
rbf_l2,100,1.0796820005949765,7,100,1,15
rbf_linf,100,1.0914574795024827,7,100,1,15
sigm,125,1.069081819545406,7,100,1,15
lin,125,1.0826337883993973,7,100,1,15
tanh,125,1.072411669748643,7,100,1,15
rbf_l2,125,1.0723434856258938,7,100,1,15
rbf_linf,125,1.1148031241667717,7,100,1,15
sigm,150,1.0390062498515849,7,100,1,15
lin,150,1.0831598307677455,7,100,1,15
tanh,150,1.0554694638017446,7,100,1,15
rbf_l2,150,1.0526142720165086,7,100,1,15
rbf_linf,150,1.0685617106985947,7,100,1,15
sigm,175,1.0554528366176108,7,100,1,15
lin,175,1.0874980204333788,7,100,1,15
tanh,175,1.0569739301004977,7,100,1,15
rbf_l2,175,1.0487164720709763,7,100,1,15
rbf_linf,175,1.0749469251073869,7,100,1,15
sigm,200,1.043046386711182,7,100,1,15
lin,200,1.0760818846275908,7,100,1,15
tanh,200,1.03322461989204,7,100,1,15
rbf_l2,200,1.0522992130679676,7,100,1,15
rbf_linf,200,1.0595936584400825,7,100,1,15
sigm,33,1.1740134409664165,7,100,1,15
lin,33,1.1746576745654476,7,100,1,15
tanh,33,1.1606458368428967,7,100,1,15
rbf_l2,33,1.1758220782589608,7,100,1,15
rbf_linf,33,1.1611477115684685,7,100,1,15
sigm,50,1.1350101676686497,7,100,1,15
lin,50,1.1264414430653982,7,100,1,15
tanh,50,1.1212317925568722,7,100,1,15
rbf_l2,50,1.1459135111961734,7,100,1,15
rbf_linf,50,1.1232529606083879,7,100,1,15
sigm,75,1.1005343840827098,7,100,1,15
lin,75,1.0978162058042853,7,100,1,15
tanh,75,1.1197163041117661,7,100,1,15
rbf_l2,75,1.1027838553125089,7,100,1,15
rbf_linf,75,1.0983246589695719,7,100,1,15
sigm,100,1.0789441674255869,7,100,1,15
lin,100,1.0842603106611621,7,100,1,15
tanh,100,1.0870062586522262,7,100,1,15
rbf_l2,100,1.0880968143164547,7,100,1,15
rbf_linf,100,1.112496756302084,7,100,1,15
sigm,125,1.0724737127705488,7,100,1,15
lin,125,1.0879383494372081,7,100,1,15
tanh,125,1.0540417202130947,7,100,1,15
rbf_l2,125,1.0675298011232779,7,100,1,15
rbf_linf,125,1.1159744274034005,7,100,1,15
sigm,150,1.0651475430160129,7,100,1,15
lin,150,1.0815289035326487,7,100,1,15
tanh,150,1.0554646653597126,7,100,1,15
rbf_l2,150,1.0628703861647093,7,100,1,15
rbf_linf,150,1.0721487529738931,7,100,1,15
sigm,175,1.0430829236479071,7,100,1,15
lin,175,1.094049824431868,7,100,1,15
tanh,175,1.0534763407117766,7,100,1,15
rbf_l2,175,1.0534054290168964,7,100,1,15
rbf_linf,175,1.0956041751037122,7,100,1,15
sigm,200,1.0414899747515578,7,100,1,15
lin,200,1.0834994690817779,7,100,1,15
tanh,200,1.0417834329412745,7,100,1,15
rbf_l2,200,1.0425463916313356,7,100,1,15
rbf_linf,200,1.0633523658115474,7,100,1,15
sigm,33,1.1525760437509422,7,100,1,15
lin,33,1.1711802310742805,7,100,1,15
tanh,33,1.1841041751736272,7,100,1,15
rbf_l2,33,1.1814559707794243,7,100,1,15
rbf_linf,33,1.1760403417156562,7,100,1,15
sigm,50,1.1198399567441697,7,100,1,15
lin,50,1.1417737158917354,7,100,1,15
tanh,50,1.1445173738591319,7,100,1,15
rbf_l2,50,1.1317881931067697,7,100,1,15
rbf_linf,50,1.1014613037897918,7,100,1,15
sigm,75,1.099412833263106,7,100,1,15
lin,75,1.1032931076440344,7,100,1,15
tanh,75,1.0994864924345624,7,100,1,15
rbf_l2,75,1.103488661174929,7,100,1,15
rbf_linf,75,1.1179494107914367,7,100,1,15
sigm,100,1.0891221324700173,7,100,1,15
lin,100,1.0822992007845214,7,100,1,15
tanh,100,1.080773655245426,7,100,1,15
rbf_l2,100,1.0819705408435456,7,100,1,15
rbf_linf,100,1.0701333164728977,7,100,1,15
sigm,125,1.0704075645653182,7,100,1,15
lin,125,1.0793598906319395,7,100,1,15
tanh,125,1.079387100597084,7,100,1,15
rbf_l2,125,1.0704509621576832,7,100,1,15
rbf_linf,125,1.089974585864709,7,100,1,15
sigm,150,1.0501213823909012,7,100,1,15
lin,150,1.089295294488935,7,100,1,15
tanh,150,1.0612445909642187,7,100,1,15
rbf_l2,150,1.0582979104973793,7,100,1,15
rbf_linf,150,1.0678205657588646,7,100,1,15
sigm,175,1.0567696751006574,7,100,1,15
lin,175,1.081864435455374,7,100,1,15
tanh,175,1.0542696952169694,7,100,1,15
rbf_l2,175,1.0478887016383256,7,100,1,15
rbf_linf,175,1.0716977599068067,7,100,1,15
sigm,200,1.0434026812800772,7,100,1,15
lin,200,1.08464238680719,7,100,1,15
tanh,200,1.0312599132220301,7,100,1,15
rbf_l2,200,1.0453546973583694,7,100,1,15
rbf_linf,200,1.0691416118550754,7,100,1,15
sigm,33,1.1766366989808579,2,100,1,15
lin,33,1.1556285984381471,2,100,1,15
tanh,33,1.1821302387994241,2,100,1,15
rbf_l2,33,1.1644389922696292,2,100,1,15
rbf_linf,33,1.2138339000756129,2,100,1,15
sigm,50,1.1361842205308754,2,100,1,15
lin,50,1.1324177380767926,2,100,1,15
tanh,50,1.1342615509694505,2,100,1,15
rbf_l2,50,1.1187354406092973,2,100,1,15
rbf_linf,50,1.1234976220491006,2,100,1,15
sigm,75,1.0981369668814935,2,100,1,15
lin,75,1.097676930181993,2,100,1,15
tanh,75,1.0871500246295276,2,100,1,15
rbf_l2,75,1.1070694557740386,2,100,1,15
rbf_linf,75,1.1071836335086516,2,100,1,15
sigm,100,1.0961155930345228,2,100,1,15
lin,100,1.0907735581067686,2,100,1,15
tanh,100,1.0643714106610704,2,100,1,15
rbf_l2,100,1.0874094604171707,2,100,1,15
rbf_linf,100,1.083623859507215,2,100,1,15
sigm,125,1.0677597985324752,2,100,1,15
lin,125,1.0838724833954607,2,100,1,15
tanh,125,1.0686646739934624,2,100,1,15
rbf_l2,125,1.0573494824299856,2,100,1,15
rbf_linf,125,1.0844239538918097,2,100,1,15
sigm,150,1.059800433667749,2,100,1,15
lin,150,1.0890555840027119,2,100,1,15
tanh,150,1.0585239820088999,2,100,1,15
rbf_l2,150,1.0371483578951006,2,100,1,15
rbf_linf,150,1.075695245252327,2,100,1,15
sigm,175,1.049631237097362,2,100,1,15
lin,175,1.096474794585951,2,100,1,15
tanh,175,1.0492521507877748,2,100,1,15
rbf_l2,175,1.0473211256979673,2,100,1,15
rbf_linf,175,1.0717500035465952,2,100,1,15
sigm,200,1.0469869250698838,2,100,1,15
lin,200,1.0787772944391725,2,100,1,15
tanh,200,1.0393107435357078,2,100,1,15
rbf_l2,200,1.0351984326545338,2,100,1,15
rbf_linf,200,1.0603451051314037,2,100,1,15
sigm,33,1.1554834183156402,2,100,1,15
lin,33,1.1646764750067922,2,100,1,15
tanh,33,1.185922561648592,2,100,1,15
rbf_l2,33,1.1606470520498264,2,100,1,15
rbf_linf,33,1.1725888473407822,2,100,1,15
sigm,50,1.131556310113826,2,100,1,15
lin,50,1.1343191567721358,2,100,1,15
tanh,50,1.1362595142324277,2,100,1,15
rbf_l2,50,1.1280518652468174,2,100,1,15
rbf_linf,50,1.123652625165942,2,100,1,15
sigm,75,1.0936151010641657,2,100,1,15
lin,75,1.1018150185719469,2,100,1,15
tanh,75,1.0930498598966294,2,100,1,15
rbf_l2,75,1.107482856098944,2,100,1,15
rbf_linf,75,1.12444902632371,2,100,1,15
sigm,100,1.0846900605188792,2,100,1,15
lin,100,1.0916481439754366,2,100,1,15
tanh,100,1.0842185967678297,2,100,1,15
rbf_l2,100,1.0873027823478303,2,100,1,15
rbf_linf,100,1.0945960822659704,2,100,1,15
sigm,125,1.0724931938440239,2,100,1,15
lin,125,1.079913759829532,2,100,1,15
tanh,125,1.0735255353186155,2,100,1,15
rbf_l2,125,1.0658732819416892,2,100,1,15
rbf_linf,125,1.0965926056782818,2,100,1,15
sigm,150,1.0616548580509297,2,100,1,15
lin,150,1.0909009116743225,2,100,1,15
tanh,150,1.055537381930705,2,100,1,15
rbf_l2,150,1.0495153459068547,2,100,1,15
rbf_linf,150,1.0733130627575396,2,100,1,15
sigm,175,1.0478537758820292,2,100,1,15
lin,175,1.094222033427073,2,100,1,15
tanh,175,1.0492713718581945,2,100,1,15
rbf_l2,175,1.0566851844490714,2,100,1,15
rbf_linf,175,1.0493950417388218,2,100,1,15
sigm,200,1.0291743792710608,2,100,1,15
lin,200,1.0851553907338887,2,100,1,15
tanh,200,1.0411486889752348,2,100,1,15
rbf_l2,200,1.043824531453348,2,100,1,15
rbf_linf,200,1.0717815156306179,2,100,1,15
sigm,33,1.1734315671877913,2,100,1,15
lin,33,1.1594360897769553,2,100,1,15
tanh,33,1.1330790572399314,2,100,1,15
rbf_l2,33,1.1527817132670035,2,100,1,15
rbf_linf,33,1.2701392543063874,2,100,1,15
sigm,50,1.1353184677681267,2,100,1,15
lin,50,1.1249340749217795,2,100,1,15
tanh,50,1.130222947494983,2,100,1,15
rbf_l2,50,1.120813747429079,2,100,1,15
rbf_linf,50,1.121430508975883,2,100,1,15
sigm,75,1.090694397798618,2,100,1,15
lin,75,1.0994858206138995,2,100,1,15
tanh,75,1.109310876492009,2,100,1,15
rbf_l2,75,1.1130091547120045,2,100,1,15
rbf_linf,75,1.12128393784282,2,100,1,15
sigm,100,1.079729773759983,2,100,1,15
lin,100,1.0896570001727253,2,100,1,15
tanh,100,1.0895083708324411,2,100,1,15
rbf_l2,100,1.0895662548289191,2,100,1,15
rbf_linf,100,1.1073396132312587,2,100,1,15
sigm,125,1.0571069167575537,2,100,1,15
lin,125,1.0856349464231112,2,100,1,15
tanh,125,1.0683715044625977,2,100,1,15
rbf_l2,125,1.0674219543510088,2,100,1,15
rbf_linf,125,1.1057625952354364,2,100,1,15
sigm,150,1.0572239523448628,2,100,1,15
lin,150,1.0814263256334775,2,100,1,15
tanh,150,1.0476418153693325,2,100,1,15
rbf_l2,150,1.0513551580175202,2,100,1,15
rbf_linf,150,1.0660948780471604,2,100,1,15
sigm,175,1.04795146010898,2,100,1,15
lin,175,1.0859555918037105,2,100,1,15
tanh,175,1.0508111537301028,2,100,1,15
rbf_l2,175,1.0590384339569376,2,100,1,15
rbf_linf,175,1.083634470405495,2,100,1,15
sigm,200,1.0433505364991607,2,100,1,15
lin,200,1.093551209175827,2,100,1,15
tanh,200,1.0440113855456405,2,100,1,15
rbf_l2,200,1.0417470037042347,2,100,1,15
rbf_linf,200,1.1004783597384402,2,100,1,15
sigm,33,1.156653379767334,5,100,1,15
lin,33,1.1567546819700727,5,100,1,15
tanh,33,1.1520540987017118,5,100,1,15
rbf_l2,33,1.1409712782313024,5,100,1,15
rbf_linf,33,1.1824619311797453,5,100,1,15
sigm,50,1.118861445516663,5,100,1,15
lin,50,1.1321889509853502,5,100,1,15
tanh,50,1.1253783733490628,5,100,1,15
rbf_l2,50,1.1311867018365458,5,100,1,15
rbf_linf,50,1.120138336472515,5,100,1,15
sigm,75,1.0986424890498818,5,100,1,15
lin,75,1.1014963899923487,5,100,1,15
tanh,75,1.1091326668969619,5,100,1,15
rbf_l2,75,1.0930081902993245,5,100,1,15
rbf_linf,75,1.1129561433545514,5,100,1,15
sigm,100,1.0791499089257983,5,100,1,15
lin,100,1.0814510549725715,5,100,1,15
tanh,100,1.0855940475721049,5,100,1,15
rbf_l2,100,1.0815953108030463,5,100,1,15
rbf_linf,100,1.0739693285352463,5,100,1,15
sigm,125,1.0634828451849176,5,100,1,15
lin,125,1.0914341480159209,5,100,1,15
tanh,125,1.0743126510470382,5,100,1,15
rbf_l2,125,1.0745820325309148,5,100,1,15
rbf_linf,125,1.1970474744681578,5,100,1,15
sigm,150,1.0398479251042114,5,100,1,15
lin,150,1.0805730821329118,5,100,1,15
tanh,150,1.040862381585941,5,100,1,15
rbf_l2,150,1.0660584015790624,5,100,1,15
rbf_linf,150,1.0639724224876896,5,100,1,15
sigm,175,1.055310683843351,5,100,1,15
lin,175,1.0815829929011782,5,100,1,15
tanh,175,1.0502749537643177,5,100,1,15
rbf_l2,175,1.060034259898845,5,100,1,15
rbf_linf,175,1.04622780935172,5,100,1,15
sigm,200,1.052951518634227,5,100,1,15
lin,200,1.0812703316614638,5,100,1,15
tanh,200,1.0488843396672614,5,100,1,15
rbf_l2,200,1.0411661030753934,5,100,1,15
rbf_linf,200,1.0798708954564356,5,100,1,15
sigm,33,1.1633529171645085,5,100,1,15
lin,33,1.1522044454433025,5,100,1,15
tanh,33,1.1441813776551706,5,100,1,15
rbf_l2,33,1.1463000349781527,5,100,1,15
rbf_linf,33,1.1704629900477312,5,100,1,15
sigm,50,1.1368209513274072,5,100,1,15
lin,50,1.12749825375744,5,100,1,15
tanh,50,1.127079682488126,5,100,1,15
rbf_l2,50,1.1283066862116282,5,100,1,15
rbf_linf,50,1.1432711858338687,5,100,1,15
sigm,75,1.1033907390110653,5,100,1,15
lin,75,1.0991486844167448,5,100,1,15
tanh,75,1.0985043802636847,5,100,1,15
rbf_l2,75,1.1043536318171412,5,100,1,15
rbf_linf,75,1.099617816080253,5,100,1,15
sigm,100,1.0850434399021924,5,100,1,15
lin,100,1.084925525145683,5,100,1,15
tanh,100,1.0854380353041653,5,100,1,15
rbf_l2,100,1.0972993970777596,5,100,1,15
rbf_linf,100,1.11087848721895,5,100,1,15
sigm,125,1.0715922883823326,5,100,1,15
lin,125,1.082840622306463,5,100,1,15
tanh,125,1.0689270867599288,5,100,1,15
rbf_l2,125,1.0655624630733993,5,100,1,15
rbf_linf,125,1.082979361613359,5,100,1,15
sigm,150,1.0665326170053935,5,100,1,15
lin,150,1.088715725863633,5,100,1,15
tanh,150,1.0728184391891569,5,100,1,15
rbf_l2,150,1.065423248150647,5,100,1,15
rbf_linf,150,1.1117059694481009,5,100,1,15
sigm,175,1.0526170772435466,5,100,1,15
lin,175,1.0794631615230557,5,100,1,15
tanh,175,1.0527468223434995,5,100,1,15
rbf_l2,175,1.0584228546373564,5,100,1,15
rbf_linf,175,1.0782640324989219,5,100,1,15
sigm,200,1.0423983972388735,5,100,1,15
lin,200,1.0869441115048428,5,100,1,15
tanh,200,1.042407113352677,5,100,1,15
rbf_l2,200,1.0487073629385733,5,100,1,15
rbf_linf,200,1.0835442979127596,5,100,1,15
sigm,33,1.1929179102257834,5,100,1,15
lin,33,1.1613244307179027,5,100,1,15
tanh,33,1.178478444332256,5,100,1,15
rbf_l2,33,1.152344866371589,5,100,1,15
rbf_linf,33,1.2392472765331422,5,100,1,15
sigm,50,1.1148136882335309,5,100,1,15
lin,50,1.127280297456584,5,100,1,15
tanh,50,1.1185282874246247,5,100,1,15
rbf_l2,50,1.1367284012709955,5,100,1,15
rbf_linf,50,1.1225139098661328,5,100,1,15
sigm,75,1.1179976919149044,5,100,1,15
lin,75,1.0917423074530868,5,100,1,15
tanh,75,1.1159557584638884,5,100,1,15
rbf_l2,75,1.1055692214535975,5,100,1,15
rbf_linf,75,1.0785683118528928,5,100,1,15
sigm,100,1.0827876482595018,5,100,1,15
lin,100,1.0932218376574816,5,100,1,15
tanh,100,1.0765548169515875,5,100,1,15
rbf_l2,100,1.0981641524878125,5,100,1,15
rbf_linf,100,1.0927242031451745,5,100,1,15
sigm,125,1.0578147735136911,5,100,1,15
lin,125,1.0824556159875547,5,100,1,15
tanh,125,1.0719171015055908,5,100,1,15
rbf_l2,125,1.0700481536564657,5,100,1,15
rbf_linf,125,1.2509807972885132,5,100,1,15
sigm,150,1.0554405168324545,5,100,1,15
lin,150,1.0874270224271423,5,100,1,15
tanh,150,1.0481266861035095,5,100,1,15
rbf_l2,150,1.0673259668536457,5,100,1,15
rbf_linf,150,1.0716434894393536,5,100,1,15
sigm,175,1.0623094367539332,5,100,1,15
lin,175,1.082065309950473,5,100,1,15
tanh,175,1.044277618558124,5,100,1,15
rbf_l2,175,1.0524430553934139,5,100,1,15
rbf_linf,175,1.0594662382284779,5,100,1,15
sigm,200,1.059109356771557,5,100,1,15
lin,200,1.0855795902623,5,100,1,15
tanh,200,1.0381466283194065,5,100,1,15
rbf_l2,200,1.0456515539095987,5,100,1,15
rbf_linf,200,1.063199475685772,5,100,1,15
sigm,33,1.153607368078287,7,100,1,15
lin,33,1.163942191639576,7,100,1,15
tanh,33,1.1504300452175218,7,100,1,15
rbf_l2,33,1.1852905214279228,7,100,1,15
rbf_linf,33,1.2227502934060628,7,100,1,15
sigm,50,1.1232446249526502,7,100,1,15
lin,50,1.12674614686538,7,100,1,15
tanh,50,1.1439593800405545,7,100,1,15
rbf_l2,50,1.1281935295727825,7,100,1,15
rbf_linf,50,1.1199442300622757,7,100,1,15
sigm,75,1.1031637090961155,7,100,1,15
lin,75,1.100354960683946,7,100,1,15
tanh,75,1.1058140958406721,7,100,1,15
rbf_l2,75,1.100304873395388,7,100,1,15
rbf_linf,75,1.1137892163656056,7,100,1,15
sigm,100,1.0840614016007877,7,100,1,15
lin,100,1.0863336832579678,7,100,1,15
tanh,100,1.0793479664113326,7,100,1,15
rbf_l2,100,1.0855986371387427,7,100,1,15
rbf_linf,100,1.0722689339471634,7,100,1,15
sigm,125,1.0581608041203716,7,100,1,15
lin,125,1.0897259180623162,7,100,1,15
tanh,125,1.0713501720011012,7,100,1,15
rbf_l2,125,1.0752060579336278,7,100,1,15
rbf_linf,125,1.0726066987775624,7,100,1,15
sigm,150,1.0584269731487224,7,100,1,15
lin,150,1.0820902874119713,7,100,1,15
tanh,150,1.055951341484587,7,100,1,15
rbf_l2,150,1.0619275797573169,7,100,1,15
rbf_linf,150,1.051016858477301,7,100,1,15
sigm,175,1.047933472987825,7,100,1,15
lin,175,1.084424161081916,7,100,1,15
tanh,175,1.052900976987221,7,100,1,15
rbf_l2,175,1.047879850777514,7,100,1,15
rbf_linf,175,1.0622910508002317,7,100,1,15
sigm,200,1.0515902750985355,7,100,1,15
lin,200,1.084485020978977,7,100,1,15
tanh,200,1.0475997706840416,7,100,1,15
rbf_l2,200,1.0408339725777505,7,100,1,15
rbf_linf,200,1.0558901562807286,7,100,1,15
sigm,33,1.1503069561563692,7,100,1,15
lin,33,1.161050403344681,7,100,1,15
tanh,33,1.146575460914722,7,100,1,15
rbf_l2,33,1.1621094655673363,7,100,1,15
rbf_linf,33,1.1649409142977485,7,100,1,15
sigm,50,1.1242901575814637,7,100,1,15
lin,50,1.1326044702373914,7,100,1,15
tanh,50,1.1075899196087569,7,100,1,15
rbf_l2,50,1.151495280275189,7,100,1,15
rbf_linf,50,1.143505223186159,7,100,1,15
sigm,75,1.112863827230362,7,100,1,15
lin,75,1.094997499067591,7,100,1,15
tanh,75,1.1170253908022847,7,100,1,15
rbf_l2,75,1.1028737564496922,7,100,1,15
rbf_linf,75,1.108517379524793,7,100,1,15
sigm,100,1.0890700208562238,7,100,1,15
lin,100,1.08429879712069,7,100,1,15
tanh,100,1.0768236880419297,7,100,1,15
rbf_l2,100,1.0789239976424527,7,100,1,15
rbf_linf,100,1.086549148751912,7,100,1,15
sigm,125,1.075389040978411,7,100,1,15
lin,125,1.0831026803820882,7,100,1,15
tanh,125,1.0711920733629736,7,100,1,15
rbf_l2,125,1.0691023488782947,7,100,1,15
rbf_linf,125,1.0835343160917215,7,100,1,15
sigm,150,1.0474997722092603,7,100,1,15
lin,150,1.0898964930495876,7,100,1,15
tanh,150,1.0506642051589128,7,100,1,15
rbf_l2,150,1.0532566868085131,7,100,1,15
rbf_linf,150,1.0695809011101773,7,100,1,15
sigm,175,1.0500979513521949,7,100,1,15
lin,175,1.0898396209104626,7,100,1,15
tanh,175,1.0492516019113942,7,100,1,15
rbf_l2,175,1.0542843425148996,7,100,1,15
rbf_linf,175,1.1391521842583434,7,100,1,15
sigm,200,1.0367614866479353,7,100,1,15
lin,200,1.0808462697516321,7,100,1,15
tanh,200,1.0436290568281348,7,100,1,15
rbf_l2,200,1.0419194421260642,7,100,1,15
rbf_linf,200,1.058724151356047,7,100,1,15
sigm,33,1.168063169742648,7,100,1,15
lin,33,1.1587671533945445,7,100,1,15
tanh,33,1.148865623611964,7,100,1,15
rbf_l2,33,1.2042939920151663,7,100,1,15
rbf_linf,33,1.1971978465547513,7,100,1,15
sigm,50,1.1304164281333144,7,100,1,15
lin,50,1.1235104164796632,7,100,1,15
tanh,50,1.1190303870938734,7,100,1,15
rbf_l2,50,1.1235355060451884,7,100,1,15
rbf_linf,50,1.1445654971357244,7,100,1,15
sigm,75,1.0931427696843987,7,100,1,15
lin,75,1.104194010787865,7,100,1,15
tanh,75,1.0977557004131413,7,100,1,15
rbf_l2,75,1.094613163237724,7,100,1,15
rbf_linf,75,1.1133972971737651,7,100,1,15
sigm,100,1.0773711709033242,7,100,1,15
lin,100,1.087171629317968,7,100,1,15
tanh,100,1.074962244428702,7,100,1,15
rbf_l2,100,1.0879335602516664,7,100,1,15
rbf_linf,100,1.0983470962076316,7,100,1,15
sigm,125,1.0650779627695104,7,100,1,15
lin,125,1.0873604868641444,7,100,1,15
tanh,125,1.0721993198039041,7,100,1,15
rbf_l2,125,1.0706336370180778,7,100,1,15
rbf_linf,125,1.0771021377700003,7,100,1,15
sigm,150,1.048120459000615,7,100,1,15
lin,150,1.0803604843607109,7,100,1,15
tanh,150,1.0524092394324767,7,100,1,15
rbf_l2,150,1.054155596565788,7,100,1,15
rbf_linf,150,1.0671141485424402,7,100,1,15
sigm,175,1.048138833151665,7,100,1,15
lin,175,1.0847552063628103,7,100,1,15
tanh,175,1.0577607602425225,7,100,1,15
rbf_l2,175,1.0419963024022825,7,100,1,15
rbf_linf,175,1.0635187879813324,7,100,1,15
sigm,200,1.0460640146972753,7,100,1,15
lin,200,1.0798656902086063,7,100,1,15
tanh,200,1.0403248054222398,7,100,1,15
rbf_l2,200,1.044269346537939,7,100,1,15
rbf_linf,200,1.0620665624120353,7,100,1,15
sigm,33,1.1571255371628255,2,100,1,15
lin,33,1.1601176379338833,2,100,1,15
tanh,33,1.1752971151953615,2,100,1,15
rbf_l2,33,1.1393767146557277,2,100,1,15
rbf_linf,33,1.1474520946535232,2,100,1,15
sigm,50,1.1241090163624612,2,100,1,15
lin,50,1.129580611605091,2,100,1,15
tanh,50,1.1060472432404183,2,100,1,15
rbf_l2,50,1.1378134640802369,2,100,1,15
rbf_linf,50,1.111670515074889,2,100,1,15
sigm,75,1.0854187965240107,2,100,1,15
lin,75,1.0993608332936442,2,100,1,15
tanh,75,1.0938634506662013,2,100,1,15
rbf_l2,75,1.099460180542583,2,100,1,15
rbf_linf,75,1.104414730746662,2,100,1,15
sigm,100,1.0802623750996234,2,100,1,15
lin,100,1.079314602595529,2,100,1,15
tanh,100,1.0841927992553775,2,100,1,15
rbf_l2,100,1.0850556031992595,2,100,1,15
rbf_linf,100,1.0904726241584222,2,100,1,15
sigm,125,1.0686496358720663,2,100,1,15
lin,125,1.0910312976989656,2,100,1,15
tanh,125,1.0680892574077034,2,100,1,15
rbf_l2,125,1.0639451538604714,2,100,1,15
rbf_linf,125,1.140859942911181,2,100,1,15
sigm,150,1.049313939212478,2,100,1,15
lin,150,1.0854131517044383,2,100,1,15
tanh,150,1.056473423706696,2,100,1,15
rbf_l2,150,1.042928546734372,2,100,1,15
rbf_linf,150,1.3176249120518755,2,100,1,15
sigm,175,1.057274514029832,2,100,1,15
lin,175,1.0769481377929924,2,100,1,15
tanh,175,1.054216096979355,2,100,1,15
rbf_l2,175,1.0626949445457752,2,100,1,15
rbf_linf,175,1.0647615876434031,2,100,1,15
sigm,200,1.0455154079845792,2,100,1,15
lin,200,1.0790547582860417,2,100,1,15
tanh,200,1.054404813324793,2,100,1,15
rbf_l2,200,1.0395210162011164,2,100,1,15
rbf_linf,200,1.0527556220903502,2,100,1,15
sigm,33,1.178338272698707,2,100,1,15
lin,33,1.1624051079195492,2,100,1,15
tanh,33,1.161936319640838,2,100,1,15
rbf_l2,33,1.15001628681557,2,100,1,15
rbf_linf,33,1.1817919085588091,2,100,1,15
sigm,50,1.1205270979570776,2,100,1,15
lin,50,1.1268169079339483,2,100,1,15
tanh,50,1.1299474044936084,2,100,1,15
rbf_l2,50,1.1363799650481083,2,100,1,15
rbf_linf,50,1.1293433514213893,2,100,1,15
sigm,75,1.1112761939001579,2,100,1,15
lin,75,1.0918952459293985,2,100,1,15
tanh,75,1.1095449393351686,2,100,1,15
rbf_l2,75,1.0994729210440242,2,100,1,15
rbf_linf,75,1.1090096929762383,2,100,1,15
sigm,100,1.0795599015031745,2,100,1,15
lin,100,1.0904296736600283,2,100,1,15
tanh,100,1.0771815401532545,2,100,1,15
rbf_l2,100,1.089130219558206,2,100,1,15
rbf_linf,100,1.092937706194328,2,100,1,15
sigm,125,1.0638694393653887,2,100,1,15
lin,125,1.087258227219698,2,100,1,15
tanh,125,1.071378481242587,2,100,1,15
rbf_l2,125,1.072202346441685,2,100,1,15
rbf_linf,125,1.0705701802121699,2,100,1,15
sigm,150,1.050568549885753,2,100,1,15
lin,150,1.0919455057945011,2,100,1,15
tanh,150,1.0537341707475865,2,100,1,15
rbf_l2,150,1.0660100215756783,2,100,1,15
rbf_linf,150,1.0618243702468173,2,100,1,15
sigm,175,1.0487034472452377,2,100,1,15
lin,175,1.0931890066535315,2,100,1,15
tanh,175,1.0492961561099408,2,100,1,15
rbf_l2,175,1.0423031332773964,2,100,1,15
rbf_linf,175,1.0628552458396707,2,100,1,15
sigm,200,1.0457949017081405,2,100,1,15
lin,200,1.0804087115704908,2,100,1,15
tanh,200,1.0530787909590424,2,100,1,15
rbf_l2,200,1.0408013670344936,2,100,1,15
rbf_linf,200,1.0752197920874917,2,100,1,15
sigm,33,1.167154013163878,2,100,1,15
lin,33,1.1584429680437007,2,100,1,15
tanh,33,1.161816015412842,2,100,1,15
