svr__C,svr__epsilon,svr__kernel,vect__analyzer,vect__ngram_range,vect__preprocessor,mean_test_score,std_test_score,rank_test_score,mean_fit_time
1.0,0.05,poly,char,"(1, 5)",rmstop_clean_stem,-1.8090394362021016,0.05035985058015576,141,1.2888922691345215
1.0,0.05,poly,char,"(2, 6)",rmstop_clean_stem,-1.951188572280755,0.06329105217091105,185,1.4531012773513794
1.0,0.05,poly,char,"(4, 12)",rmstop_clean_stem,-2.0679964987825947,0.06367494128981409,239,2.606230318546295
1.0,0.05,poly,char,"(6, 8)",rmstop_clean_stem,-2.0452342547263402,0.06471309734180106,228,1.085877239704132
1.0,0.1,linear,char,"(1, 5)",rmstop_clean_stem,-1.5375770057959242,0.03847720216179988,7,1.2625738382339478
1.0,0.1,linear,char,"(2, 6)",rmstop_clean_stem,-1.5376761898775948,0.04059050539492401,8,1.3818541169166565
1.0,0.1,linear,char,"(4, 12)",rmstop_clean_stem,-1.5722579349297123,0.039107843198508595,34,2.4871962666511536
1.0,0.1,linear,char,"(6, 8)",rmstop_clean_stem,-1.5858693806305515,0.03907689529103981,47,0.9804840683937073
1.0,0.1,rbf,char,"(1, 5)",rmstop_clean_stem,-1.5805328456370709,0.017680075334175885,41,1.2997121214866638
1.0,0.1,rbf,char,"(2, 6)",rmstop_clean_stem,-1.5972736317993066,0.02142430217602785,58,1.347117304801941
1.0,0.1,rbf,char,"(4, 12)",rmstop_clean_stem,-1.7098843962088763,0.04112065242286679,128,2.546750843524933
1.0,0.1,rbf,char,"(6, 8)",rmstop_clean_stem,-1.6998281049218509,0.038481128068337214,118,0.9686112999916077
1.0,0.1,poly,char,"(1, 5)",rmstop_clean_stem,-1.80806721787788,0.04983223655211695,139,1.2676319479942322
1.0,0.1,poly,char,"(2, 6)",rmstop_clean_stem,-1.9495505816462386,0.06273629526053362,184,1.4061870574951172
1.0,0.1,poly,char,"(4, 12)",rmstop_clean_stem,-2.0653410086223105,0.06338212810871915,236,2.6561319828033447
1.0,0.1,poly,char,"(6, 8)",rmstop_clean_stem,-2.0430199845501846,0.06436127765515683,226,1.007690668106079
1.0,0.15,linear,char,"(1, 5)",rmstop_clean_stem,-1.5366163165004154,0.03801948191681172,5,1.2343763709068298
1.0,0.15,linear,char,"(2, 6)",rmstop_clean_stem,-1.5366757722615763,0.039682940082833504,6,1.410079538822174
1.0,0.15,linear,char,"(4, 12)",rmstop_clean_stem,-1.5714361696983568,0.03813753581370312,32,2.4959301352500916
1.0,0.15,linear,char,"(6, 8)",rmstop_clean_stem,-1.5851876633636843,0.0383928806538447,46,0.9061923623085022
1.0,0.15,rbf,char,"(1, 5)",rmstop_clean_stem,-1.581779045013353,0.017418706259419662,42,1.2347123622894287
1.0,0.15,rbf,char,"(2, 6)",rmstop_clean_stem,-1.5987887192220105,0.02119078674111809,61,1.3241775035858154
1.0,0.15,rbf,char,"(4, 12)",rmstop_clean_stem,-1.709427608532867,0.04058921757925862,126,2.5251351594924927
1.0,0.15,rbf,char,"(6, 8)",rmstop_clean_stem,-1.699661498128604,0.03798771857375245,117,0.9505388736724854
1.0,0.15,poly,char,"(1, 5)",rmstop_clean_stem,-1.8072714130578231,0.04928723318612971,138,1.2538692951202393
1.0,0.15,poly,char,"(2, 6)",rmstop_clean_stem,-1.9478895730707388,0.062133984175386583,183,1.363142192363739
1.0,0.15,poly,char,"(4, 12)",rmstop_clean_stem,-2.0628707670339526,0.06305288335617053,235,2.5663490295410156
1.0,0.15,poly,char,"(6, 8)",rmstop_clean_stem,-2.041370941256626,0.06402235715526244,225,1.0038471221923828
1.0,0.25,linear,char,"(1, 5)",rmstop_clean_stem,-1.5353737343706038,0.036933836327447726,3,1.171849012374878
1.0,0.25,linear,char,"(2, 6)",rmstop_clean_stem,-1.5356527928904307,0.03824535156673509,4,1.3045982122421265
1.0,0.25,linear,char,"(4, 12)",rmstop_clean_stem,-1.5710724945693126,0.0354707139137854,31,2.4726022481918335
1.0,0.25,linear,char,"(6, 8)",rmstop_clean_stem,-1.5845781630473643,0.036517322237093794,44,0.9568972587585449
1.0,0.25,rbf,char,"(1, 5)",rmstop_clean_stem,-1.5848944237941265,0.01634843072987904,45,1.152399718761444
1.0,0.25,rbf,char,"(2, 6)",rmstop_clean_stem,-1.60259480978845,0.020859125552450175,67,1.230392873287201
1.0,0.25,rbf,char,"(4, 12)",rmstop_clean_stem,-1.7095266991222626,0.03949685274969462,127,2.5351207852363586
1.0,0.25,rbf,char,"(6, 8)",rmstop_clean_stem,-1.7004697176422743,0.037063997227025934,121,0.9765082001686096
1.0,0.25,poly,char,"(1, 5)",rmstop_clean_stem,-1.8066688408157987,0.04793115188184367,137,1.2030161023139954
1.0,0.25,poly,char,"(2, 6)",rmstop_clean_stem,-1.9441230508185965,0.05994971613247156,177,1.3437544107437134
1.0,0.25,poly,char,"(4, 12)",rmstop_clean_stem,-2.0567429282545255,0.061928256427499315,234,2.3847742080688477
1.0,0.25,poly,char,"(6, 8)",rmstop_clean_stem,-2.0367023144495775,0.06328871161270558,219,0.9883590340614319
1.0,0.4,linear,char,"(1, 5)",rmstop_clean_stem,-1.534108504788441,0.0325069568867824,1,1.156234622001648
1.0,0.4,linear,char,"(2, 6)",rmstop_clean_stem,-1.535030061772713,0.03507417959826794,2,1.1991815567016602
1.0,0.4,linear,char,"(4, 12)",rmstop_clean_stem,-1.5719235191704846,0.03212478399253007,33,2.342848777770996
1.0,0.4,linear,char,"(6, 8)",rmstop_clean_stem,-1.584379224240635,0.03243889904643357,43,0.8499817848205566
1.0,0.4,rbf,char,"(1, 5)",rmstop_clean_stem,-1.591136673193966,0.015460317423599504,51,1.1014354825019836
1.0,0.4,rbf,char,"(2, 6)",rmstop_clean_stem,-1.6095748444277467,0.02091447032626625,74,1.1707926392555237
1.0,0.4,rbf,char,"(4, 12)",rmstop_clean_stem,-1.7135172261090366,0.03769010925542285,132,2.414029121398926
1.0,0.4,rbf,char,"(6, 8)",rmstop_clean_stem,-1.705311356694287,0.03548054972801973,124,0.925843358039856
1.0,0.4,poly,char,"(1, 5)",rmstop_clean_stem,-1.809024789363267,0.04526959032793891,140,1.160305917263031
1.0,0.4,poly,char,"(2, 6)",rmstop_clean_stem,-1.9406125414686264,0.05619600451449213,175,1.3045499324798584
1.0,0.4,poly,char,"(4, 12)",rmstop_clean_stem,-2.0476688547887116,0.058418974768980156,231,2.398352563381195
1.0,0.4,poly,char,"(6, 8)",rmstop_clean_stem,-2.0290158116124006,0.05978114998000789,217,0.9413429498672485
1.0,1.0,linear,char,"(1, 5)",rmstop_clean_stem,-1.5546758669681893,0.020698839146888644,28,0.8788566589355469
1.0,1.0,linear,char,"(2, 6)",rmstop_clean_stem,-1.5554809656495943,0.022542584971776095,29,0.9960786700248718
1.0,1.0,linear,char,"(4, 12)",rmstop_clean_stem,-1.6001866395527684,0.026624264731014303,65,1.966305673122406
1.0,1.0,linear,char,"(6, 8)",rmstop_clean_stem,-1.6090310728112327,0.028880263398666475,73,0.7147702574729919
1.0,1.0,rbf,char,"(1, 5)",rmstop_clean_stem,-1.637961140737982,0.01545718658415457,88,0.9233673810958862
1.0,1.0,rbf,char,"(2, 6)",rmstop_clean_stem,-1.661176480889617,0.02017323175786506,95,1.0086148381233215
1.0,1.0,rbf,char,"(4, 12)",rmstop_clean_stem,-1.7716512402591147,0.030890656975967462,135,2.0663857460021973
1.0,1.0,rbf,char,"(6, 8)",rmstop_clean_stem,-1.7618801422103512,0.030463063553617258,134,0.7930466532707214
1.0,1.0,poly,char,"(1, 5)",rmstop_clean_stem,-1.8597967904797814,0.035987228194220504,167,1.0194198489189148
1.0,1.0,poly,char,"(2, 6)",rmstop_clean_stem,-1.9709034400419845,0.043253877713467885,203,1.1519391536712646
1.0,1.0,poly,char,"(4, 12)",rmstop_clean_stem,-2.055961041491741,0.04478532243811853,233,2.3341259360313416
1.0,1.0,poly,char,"(6, 8)",rmstop_clean_stem,-2.043099450043566,0.04471064267519925,227,0.8852874040603638
0.1,0.01,linear,char,"(1, 5)",rmstop_clean_stem,-1.8170833710170855,0.047407524070910846,147,1.3434283137321472
0.1,0.01,linear,char,"(2, 6)",rmstop_clean_stem,-1.8305434443954949,0.049506160166062296,156,1.4216004610061646
0.1,0.01,linear,char,"(4, 12)",rmstop_clean_stem,-1.9626826210678412,0.059262676237112503,197,2.601459264755249
0.1,0.01,linear,char,"(6, 8)",rmstop_clean_stem,-1.9443195272515688,0.059705855495333617,178,1.0312355756759644
0.1,0.01,rbf,char,"(1, 5)",rmstop_clean_stem,-2.009765617442694,0.06399407539915436,210,1.273414969444275
0.1,0.01,rbf,char,"(2, 6)",rmstop_clean_stem,-2.037779709040154,0.06859416128702887,223,1.4101201891899109
0.1,0.01,rbf,char,"(4, 12)",rmstop_clean_stem,-2.115018449361761,0.0977287971737196,255,2.6873931288719177
0.1,0.01,rbf,char,"(6, 8)",rmstop_clean_stem,-2.1020911500415167,0.09151363744505119,246,1.0234149098396301
0.1,0.01,poly,char,"(1, 5)",rmstop_clean_stem,-2.132699252012417,0.09786006041659749,269,1.2920737862586975
0.1,0.01,poly,char,"(2, 6)",rmstop_clean_stem,-2.175205456807547,0.11614186310706452,312,1.4182547330856323
0.1,0.01,poly,char,"(4, 12)",rmstop_clean_stem,-2.214918248457912,0.12684436705948274,348,2.641357123851776
0.1,0.01,poly,char,"(6, 8)",rmstop_clean_stem,-2.2079563073040385,0.12513867819779487,340,1.0162967443466187
0.1,0.025,linear,char,"(1, 5)",rmstop_clean_stem,-1.8165767325887507,0.04739220204964973,146,1.3085826635360718
0.1,0.025,linear,char,"(2, 6)",rmstop_clean_stem,-1.8307223214867974,0.04948153271400968,157,1.472571074962616
0.1,0.025,linear,char,"(4, 12)",rmstop_clean_stem,-1.962598533111489,0.05903763139361516,196,2.6483107805252075
0.1,0.025,linear,char,"(6, 8)",rmstop_clean_stem,-1.9445702589321372,0.0595402009567133,180,0.9959266781806946
0.1,0.025,rbf,char,"(1, 5)",rmstop_clean_stem,-2.009638253622856,0.06362246783425383,208,1.2851035594940186
0.1,0.025,rbf,char,"(2, 6)",rmstop_clean_stem,-2.0374487730053747,0.06756057442749709,221,1.3515177965164185
0.1,0.025,rbf,char,"(4, 12)",rmstop_clean_stem,-2.1148673812068832,0.09520747951415313,254,2.663959503173828
0.1,0.025,rbf,char,"(6, 8)",rmstop_clean_stem,-2.102036280343108,0.0892422713846569,245,1.0312289595603943
0.1,0.025,poly,char,"(1, 5)",rmstop_clean_stem,-2.1324091027147376,0.0952213272352054,267,1.3319694995880127
0.1,0.025,poly,char,"(2, 6)",rmstop_clean_stem,-2.173810630403231,0.11344680497623816,311,1.460939884185791
0.1,0.025,poly,char,"(4, 12)",rmstop_clean_stem,-2.213022766471077,0.1238048513342713,347,2.677687644958496
0.1,0.025,poly,char,"(6, 8)",rmstop_clean_stem,-2.2061526222673673,0.12215879432025278,338,1.0623881220817566
0.1,0.05,linear,char,"(1, 5)",rmstop_clean_stem,-1.8158852937227714,0.047082537535918303,144,1.2577579617500305
0.1,0.05,linear,char,"(2, 6)",rmstop_clean_stem,-1.8309318650027067,0.04951364091135613,159,1.4881881475448608
0.1,0.05,linear,char,"(4, 12)",rmstop_clean_stem,-1.9631547651636134,0.05912756294732994,198,2.6093653440475464
