svr__C,svr__kernel,vect__analyzer,vect__ngram_range,vect__preprocessor,mean_test_score,std_test_score,rank_test_score,mean_fit_time
1.0,sigmoid,char_wb,"(4, 8)",rmstop_clean_stem,-1.2144372133350338,0.029969442256404962,248,2.4855597019195557
1.0,sigmoid,char_wb,"(4, 12)",<lambda>,-1.1650543873243462,0.0480323926888834,161,3.743412435054779
1.0,sigmoid,char_wb,"(4, 12)",rmstop_clean_stem,-1.2398904861499027,0.027002358561609794,272,2.839883029460907
1.0,sigmoid,char_wb,"(4, 16)",<lambda>,-1.1665909164063994,0.04773834772245519,162,3.8627845644950867
1.0,sigmoid,char_wb,"(4, 16)",rmstop_clean_stem,-1.2410795460436483,0.026921628226192987,273,2.8896104097366333
1.0,sigmoid,char_wb,"(6, 8)",<lambda>,-1.1637428117079347,0.039757019519899,160,1.5812861919403076
1.0,sigmoid,char_wb,"(6, 8)",rmstop_clean_stem,-1.2441782555049619,0.02764069511912527,279,1.3160468935966492
1.0,sigmoid,char_wb,"(6, 12)",<lambda>,-1.1948945046587343,0.04199176047413096,208,2.1535311341285706
1.0,sigmoid,char_wb,"(6, 12)",rmstop_clean_stem,-1.2975942295391416,0.02195919595220491,368,1.618692398071289
1.0,sigmoid,char_wb,"(6, 12)",<lambda>,-1.1948945046587343,0.04199176047413096,208,2.1778271794319153
1.0,sigmoid,char_wb,"(6, 12)",rmstop_clean_stem,-1.2975942295391416,0.02195919595220491,368,1.6248651146888733
1.0,sigmoid,char_wb,"(6, 16)",<lambda>,-1.197609795462041,0.04129829137131186,215,2.3150205612182617
1.0,sigmoid,char_wb,"(6, 16)",rmstop_clean_stem,-1.295530278029171,0.024052245516031485,365,1.6868776679039001
1.0,sigmoid,char_wb,"(8, 8)",<lambda>,-1.1530194880837463,0.03867017660950818,142,0.6856539249420166
1.0,sigmoid,char_wb,"(8, 8)",rmstop_clean_stem,-1.2105750591870121,0.03213833310479307,239,0.7156603336334229
1.0,sigmoid,char_wb,"(8, 12)",<lambda>,-1.2171973648962555,0.035407803153730454,250,1.206520915031433
1.0,sigmoid,char_wb,"(8, 12)",rmstop_clean_stem,-1.3058135554635892,0.024675838579042587,384,0.9907222390174866
1.0,sigmoid,char_wb,"(8, 12)",<lambda>,-1.2171973648962555,0.035407803153730454,250,1.1967689394950867
1.0,sigmoid,char_wb,"(8, 12)",rmstop_clean_stem,-1.3058135554635892,0.024675838579042587,384,0.9987245202064514
1.0,sigmoid,char_wb,"(8, 16)",<lambda>,-1.2241117354932767,0.03485089177811301,262,1.3177959322929382
1.0,sigmoid,char_wb,"(8, 16)",rmstop_clean_stem,-1.307786316827511,0.022882638367790083,390,1.0227291584014893
5.0,linear,char,"(2, 4)",<lambda>,-1.1263897351803454,0.03195613400261489,86,3.1782143115997314
5.0,linear,char,"(2, 4)",rmstop_clean_stem,-1.1381936373587132,0.016873550560091467,117,2.896400272846222
5.0,linear,char,"(2, 8)",<lambda>,-1.1123707455129135,0.035309211403730036,55,6.872793436050415
5.0,linear,char,"(2, 8)",rmstop_clean_stem,-1.1131525232673785,0.02216367911974155,58,5.839562177658081
5.0,linear,char,"(2, 12)",<lambda>,-1.1050193002233297,0.04323077245184045,42,10.814797699451447
5.0,linear,char,"(2, 12)",rmstop_clean_stem,-1.1017040752946765,0.03230308211164473,36,9.009423613548279
5.0,linear,char,"(2, 16)",<lambda>,-1.1042754684463296,0.048208261422086576,40,14.901187717914581
5.0,linear,char,"(2, 16)",rmstop_clean_stem,-1.0915894537052369,0.04109158121686392,23,11.638864636421204
5.0,linear,char,"(4, 4)",<lambda>,-1.1515860697619655,0.031226548564473752,138,1.6061102747917175
5.0,linear,char,"(4, 4)",rmstop_clean_stem,-1.1550783002668499,0.01287251548062588,147,1.6356173753738403
5.0,linear,char,"(4, 8)",<lambda>,-1.1202517316577856,0.035478587153753696,74,5.381457805633545
5.0,linear,char,"(4, 8)",rmstop_clean_stem,-1.1237143203708388,0.01705237067461907,79,4.424355983734131
5.0,linear,char,"(4, 12)",<lambda>,-1.1138996902979084,0.041285095261460965,60,8.951658487319946
5.0,linear,char,"(4, 12)",rmstop_clean_stem,-1.1098737931912799,0.02911598478170979,51,7.522088885307312
5.0,linear,char,"(4, 16)",<lambda>,-1.1124441726802774,0.04604030414952348,56,13.1746244430542
5.0,linear,char,"(4, 16)",rmstop_clean_stem,-1.0993320220165135,0.03479493552487725,32,10.50509124994278
5.0,linear,char,"(6, 8)",<lambda>,-1.1330096228119881,0.037155782594815855,102,3.5257831811904907
5.0,linear,char,"(6, 8)",rmstop_clean_stem,-1.1324728810051496,0.022741425374776105,98,2.9520281553268433
5.0,linear,char,"(6, 12)",<lambda>,-1.1325594627334776,0.041734672218865176,99,7.306911766529083
5.0,linear,char,"(6, 12)",rmstop_clean_stem,-1.1253379775095975,0.027845536111929598,83,5.851767718791962
5.0,linear,char,"(6, 12)",<lambda>,-1.1325594627334776,0.041734672218865176,99,7.326174020767212
5.0,linear,char,"(6, 12)",rmstop_clean_stem,-1.1253379775095975,0.027845536111929598,83,6.111373126506805
5.0,linear,char,"(6, 16)",<lambda>,-1.133848893356563,0.04431250443344751,106,11.153754711151123
5.0,linear,char,"(6, 16)",rmstop_clean_stem,-1.1196466094117787,0.031841529383625486,70,8.869241893291473
5.0,linear,char,"(8, 8)",<lambda>,-1.1633052839360634,0.045766466961848516,159,1.6361169815063477
5.0,linear,char,"(8, 8)",rmstop_clean_stem,-1.169676659837897,0.03007601648741637,164,1.6538710594177246
5.0,linear,char,"(8, 12)",<lambda>,-1.1770984691326958,0.04629355491426757,175,5.4502944350242615
5.0,linear,char,"(8, 12)",rmstop_clean_stem,-1.173474485851887,0.03126178881641856,167,4.476416051387787
5.0,linear,char,"(8, 12)",<lambda>,-1.1770984691326958,0.04629355491426757,175,5.46057403087616
5.0,linear,char,"(8, 12)",rmstop_clean_stem,-1.173474485851887,0.03126178881641856,167,4.562058329582214
5.0,linear,char,"(8, 16)",<lambda>,-1.1784724008857066,0.04676672086432228,178,9.330046534538269
5.0,linear,char,"(8, 16)",rmstop_clean_stem,-1.1714714851531562,0.03456759340224968,166,7.493097305297852
5.0,linear,char_wb,"(2, 4)",<lambda>,-1.1299734032306614,0.03405346674184559,96,2.9916300773620605
5.0,linear,char_wb,"(2, 4)",rmstop_clean_stem,-1.151411899448301,0.02919591369733451,137,2.594832479953766
5.0,linear,char_wb,"(2, 8)",<lambda>,-1.150213355156417,0.03206408315756758,134,4.479505836963654
5.0,linear,char_wb,"(2, 8)",rmstop_clean_stem,-1.170306700866337,0.03642956758195482,165,3.735338568687439
5.0,linear,char_wb,"(2, 12)",<lambda>,-1.160896508300926,0.03369385461895631,152,5.063387215137482
5.0,linear,char_wb,"(2, 12)",rmstop_clean_stem,-1.1788283916852993,0.03933080567509855,179,4.07866632938385
5.0,linear,char_wb,"(2, 16)",<lambda>,-1.162448326407051,0.03401019674279355,157,5.192316710948944
5.0,linear,char_wb,"(2, 16)",rmstop_clean_stem,-1.1791300632491133,0.03960552069347822,180,3.9516595602035522
5.0,linear,char_wb,"(4, 4)",<lambda>,-1.1527552023553547,0.03216863146286199,141,1.3230438828468323
5.0,linear,char_wb,"(4, 4)",rmstop_clean_stem,-1.1753289645211635,0.03049601799865091,172,1.251097023487091
5.0,linear,char_wb,"(4, 8)",<lambda>,-1.175554996568127,0.04049912391579637,174,3.068378210067749
5.0,linear,char_wb,"(4, 8)",rmstop_clean_stem,-1.1912806652106724,0.039675468526747075,199,2.563682198524475
5.0,linear,char_wb,"(4, 12)",<lambda>,-1.1844957530045481,0.04312354752339877,183,3.5271204113960266
5.0,linear,char_wb,"(4, 12)",rmstop_clean_stem,-1.1967770012121999,0.04358107681422106,213,2.7349833250045776
5.0,linear,char_wb,"(4, 16)",<lambda>,-1.1854816957926766,0.04333663303028753,187,3.7940924763679504
5.0,linear,char_wb,"(4, 16)",rmstop_clean_stem,-1.1972876908845353,0.04370164303773846,214,2.717360198497772
5.0,linear,char_wb,"(6, 8)",<lambda>,-1.1881492160180227,0.04243692779790837,194,1.5921074748039246
5.0,linear,char_wb,"(6, 8)",rmstop_clean_stem,-1.1988014729329293,0.04234782036583933,220,1.39381343126297
5.0,linear,char_wb,"(6, 12)",<lambda>,-1.2027756495865214,0.04748639088872254,229,2.1392309069633484
5.0,linear,char_wb,"(6, 12)",rmstop_clean_stem,-1.202042053556906,0.044683079414294585,226,1.65987890958786
5.0,linear,char_wb,"(6, 12)",<lambda>,-1.2027756495865214,0.04748639088872254,229,2.0122028589248657
5.0,linear,char_wb,"(6, 12)",rmstop_clean_stem,-1.202042053556906,0.044683079414294585,226,1.5565996766090393
5.0,linear,char_wb,"(6, 16)",<lambda>,-1.2040146107436531,0.047120717911019405,231,2.058212399482727
5.0,linear,char_wb,"(6, 16)",rmstop_clean_stem,-1.2016720303512127,0.044776456140951854,225,1.5641005039215088
5.0,linear,char_wb,"(8, 8)",<lambda>,-1.1902451320400527,0.03351746250437831,198,0.7161605358123779
5.0,linear,char_wb,"(8, 8)",rmstop_clean_stem,-1.2022198696143138,0.041412435344713346,228,0.7531692385673523
5.0,linear,char_wb,"(8, 12)",<lambda>,-1.2180625743616766,0.039801364009874815,252,1.1510080099105835
5.0,linear,char_wb,"(8, 12)",rmstop_clean_stem,-1.2128055975234586,0.0473600129829517,242,1.0254799127578735
5.0,linear,char_wb,"(8, 12)",<lambda>,-1.2180625743616766,0.039801364009874815,252,1.1024974584579468
5.0,linear,char_wb,"(8, 12)",rmstop_clean_stem,-1.2128055975234586,0.0473600129829517,242,0.9959732890129089
5.0,linear,char_wb,"(8, 16)",<lambda>,-1.2225012986267894,0.03768193356043456,258,1.257032334804535
5.0,linear,char_wb,"(8, 16)",rmstop_clean_stem,-1.212043734684746,0.04737165585675075,241,1.028980553150177
5.0,sigmoid,char,"(2, 4)",<lambda>,-1.4064764763374646,0.02192805343778381,447,3.9433860182762146
5.0,sigmoid,char,"(2, 4)",rmstop_clean_stem,-1.4816952168059252,0.02723077918847965,487,3.6335668563842773
5.0,sigmoid,char,"(2, 8)",<lambda>,-1.2141045875848464,0.044361667697214384,246,7.427683234214783
5.0,sigmoid,char,"(2, 8)",rmstop_clean_stem,-1.2535700103162228,0.017442427226800023,292,6.391502618789673
5.0,sigmoid,char,"(2, 12)",<lambda>,-1.1891248079971546,0.05129188707798673,195,11.554232478141785
5.0,sigmoid,char,"(2, 12)",rmstop_clean_stem,-1.2081406733964686,0.025642781154387055,236,9.637054860591888
5.0,sigmoid,char,"(2, 16)",<lambda>,-1.1893798441578247,0.0457434984801465,196,15.635478913784027
5.0,sigmoid,char,"(2, 16)",rmstop_clean_stem,-1.1877930592040153,0.024671490320262966,192,12.50230610370636
5.0,sigmoid,char,"(4, 4)",<lambda>,-1.3390549349619463,0.008535278012418353,413,2.15923410654068
5.0,sigmoid,char,"(4, 4)",rmstop_clean_stem,-1.3951543125898103,0.026437004624610305,439,2.109473407268524
5.0,sigmoid,char,"(4, 8)",<lambda>,-1.2220420237279328,0.037958546050486826,257,5.912578225135803
5.0,sigmoid,char,"(4, 8)",rmstop_clean_stem,-1.2671573539434557,0.02440109135215389,313,4.956938624382019
5.0,sigmoid,char,"(4, 12)",<lambda>,-1.1966682058496496,0.05343052863327167,211,9.515904664993286
5.0,sigmoid,char,"(4, 12)",rmstop_clean_stem,-1.218217700375037,0.03406312260534094,254,8.252159535884857
5.0,sigmoid,char,"(4, 16)",<lambda>,-1.175476536054331,0.05055088881378237,173,13.611058413982391
5.0,sigmoid,char,"(4, 16)",rmstop_clean_stem,-1.1941708454723785,0.021907034747892833,207,11.094492316246033
5.0,sigmoid,char,"(6, 8)",<lambda>,-1.2379803110368504,0.04267364482635241,268,3.801353693008423
5.0,sigmoid,char,"(6, 8)",rmstop_clean_stem,-1.2726084245220182,0.02681609095015073,322,3.3022415041923523
5.0,sigmoid,char,"(6, 12)",<lambda>,-1.2190438937878083,0.046699839357793586,255,7.822683215141296
5.0,sigmoid,char,"(6, 12)",rmstop_clean_stem,-1.223839397431435,0.032512542089405225,259,6.595409035682678
5.0,sigmoid,char,"(6, 12)",<lambda>,-1.2190438937878083,0.046699839357793586,255,7.8586331605911255
5.0,sigmoid,char,"(6, 12)",rmstop_clean_stem,-1.223839397431435,0.032512542089405225,259,6.653290688991547
5.0,sigmoid,char,"(6, 16)",<lambda>,-1.2111485017625623,0.04382716667263915,240,12.169699013233185
5.0,sigmoid,char,"(6, 16)",rmstop_clean_stem,-1.2085150093489587,0.021498161015420392,238,9.579658567905426
5.0,sigmoid,char,"(8, 8)",<lambda>,-1.2735585943973118,0.04300756600688796,324,1.791704773902893
5.0,sigmoid,char,"(8, 8)",rmstop_clean_stem,-1.3061835708292004,0.03755089436643513,386,1.9304333925247192
5.0,sigmoid,char,"(8, 12)",<lambda>,-1.2529855698211503,0.043761132772479255,287,6.014350950717926
5.0,sigmoid,char,"(8, 12)",rmstop_clean_stem,-1.2700237943317363,0.03756769310914556,318,5.157908499240875
5.0,sigmoid,char,"(8, 12)",<lambda>,-1.2529855698211503,0.043761132772479255,287,6.383970558643341
5.0,sigmoid,char,"(8, 12)",rmstop_clean_stem,-1.2700237943317363,0.03756769310914556,318,5.2674994468688965
5.0,sigmoid,char,"(8, 16)",<lambda>,-1.2560181715709886,0.04369902123096194,298,10.465882003307343
5.0,sigmoid,char,"(8, 16)",rmstop_clean_stem,-1.2568064164085089,0.02937960053033334,300,8.591834843158722
5.0,sigmoid,char_wb,"(2, 4)",<lambda>,-1.6435949173529991,0.04353143722371002,536,3.571727931499481
5.0,sigmoid,char_wb,"(2, 4)",rmstop_clean_stem,-2.2634717126276978,0.08908519732316605,557,3.0931132435798645
5.0,sigmoid,char_wb,"(2, 8)",<lambda>,-1.560030910360604,0.02896957478883309,521,5.623024046421051
5.0,sigmoid,char_wb,"(2, 8)",rmstop_clean_stem,-2.2897272690952555,0.0431138473650835,559,4.406344413757324
5.0,sigmoid,char_wb,"(2, 12)",<lambda>,-1.5842469899644627,0.00947007805646349,527,6.005597949028015
5.0,sigmoid,char_wb,"(2, 12)",rmstop_clean_stem,-2.3594311035963655,0.04192184307189541,564,4.550520896911621
5.0,sigmoid,char_wb,"(2, 16)",<lambda>,-1.5997628315709247,0.024391957700958984,530,6.2201473116874695
5.0,sigmoid,char_wb,"(2, 16)",rmstop_clean_stem,-2.3152063758364516,0.049510252379704155,561,4.563274621963501
5.0,sigmoid,char_wb,"(4, 4)",<lambda>,-1.5524478343149153,0.03899839862037697,515,1.6793769001960754
5.0,sigmoid,char_wb,"(4, 4)",rmstop_clean_stem,-2.2203585468411635,0.05807179925462719,556,1.4180871844291687
5.0,sigmoid,char_wb,"(4, 8)",<lambda>,-1.579556308771969,0.032801418388926626,526,3.430776357650757
5.0,sigmoid,char_wb,"(4, 8)",rmstop_clean_stem,-2.45063497767682,0.04978138287061692,568,2.6699464917182922
5.0,sigmoid,char_wb,"(4, 12)",<lambda>,-1.6469323162300966,0.019634747885333925,538,4.077644467353821
5.0,sigmoid,char_wb,"(4, 12)",rmstop_clean_stem,-2.578822239421471,0.06303147033703047,574,2.9502644538879395
5.0,sigmoid,char_wb,"(4, 16)",<lambda>,-1.6446615626921217,0.02911527005075554,537,4.119243502616882
5.0,sigmoid,char_wb,"(4, 16)",rmstop_clean_stem,-2.5672561321261926,0.049826964563934185,573,3.0946688652038574
5.0,sigmoid,char_wb,"(6, 8)",<lambda>,-1.6597964599732076,0.03529379076252696,540,1.8819504976272583
5.0,sigmoid,char_wb,"(6, 8)",rmstop_clean_stem,-2.614853983875609,0.14872365076613503,578,1.506088137626648
5.0,sigmoid,char_wb,"(6, 12)",<lambda>,-1.8240729121134442,0.03649069662365455,545,2.5465720891952515
5.0,sigmoid,char_wb,"(6, 12)",rmstop_clean_stem,-2.96529770749665,0.10457023204893044,583,1.7656463384628296
5.0,sigmoid,char_wb,"(6, 12)",<lambda>,-1.8240729121134442,0.03649069662365455,545,2.5243173837661743
5.0,sigmoid,char_wb,"(6, 12)",rmstop_clean_stem,-2.96529770749665,0.10457023204893044,583,1.7348896861076355
5.0,sigmoid,char_wb,"(6, 16)",<lambda>,-1.8362775843402086,0.03160708178892149,547,2.5725778937339783
5.0,sigmoid,char_wb,"(6, 16)",rmstop_clean_stem,-2.9892158684907097,0.11929812598341342,587,1.8539158701896667
5.0,sigmoid,char_wb,"(8, 8)",<lambda>,-1.5983304310046365,0.01586573848941442,529,1.0262303948402405
5.0,sigmoid,char_wb,"(8, 8)",rmstop_clean_stem,-2.286712903586365,0.028012618039765184,558,0.8884490132331848
5.0,sigmoid,char_wb,"(8, 12)",<lambda>,-1.9959950302014133,0.04532947582254423,552,1.3448020815849304
5.0,sigmoid,char_wb,"(8, 12)",rmstop_clean_stem,-2.9822344172208073,0.06853738633375359,585,1.1172508001327515
5.0,sigmoid,char_wb,"(8, 12)",<lambda>,-1.9959950302014133,0.04532947582254423,552,1.4113168120384216
5.0,sigmoid,char_wb,"(8, 12)",rmstop_clean_stem,-2.9822344172208073,0.06853738633375359,585,1.117001473903656
5.0,sigmoid,char_wb,"(8, 16)",<lambda>,-2.0221455217271207,0.03590331216523443,554,1.597108781337738
5.0,sigmoid,char_wb,"(8, 16)",rmstop_clean_stem,-3.0089720786632617,0.12701546994802113,588,1.1747639179229736
10.0,linear,char,"(2, 4)",<lambda>,-1.1956610041680729,0.044616726147467145,210,3.2947404980659485
10.0,linear,char,"(2, 4)",rmstop_clean_stem,-1.1987211236453705,0.011959674682328388,219,2.932408928871155
10.0,linear,char,"(2, 8)",<lambda>,-1.1407685959764624,0.040539033831900606,121,6.72317761182785
10.0,linear,char,"(2, 8)",rmstop_clean_stem,-1.1455879249859358,0.026520087029151786,127,5.859943687915802
10.0,linear,char,"(2, 12)",<lambda>,-1.12524495277634,0.048698396337240386,82,10.59538745880127
10.0,linear,char,"(2, 12)",rmstop_clean_stem,-1.1179705614952202,0.03747685404489947,66,8.791631698608398
10.0,linear,char,"(2, 16)",<lambda>,-1.1173441001884263,0.05274853844338734,63,14.363986134529114
10.0,linear,char,"(2, 16)",rmstop_clean_stem,-1.1027329338895522,0.04209739234921098,38,11.267281532287598
10.0,linear,char,"(4, 4)",<lambda>,-1.2083916392295317,0.03807598850242714,237,1.6643730401992798
10.0,linear,char,"(4, 4)",rmstop_clean_stem,-1.214370348795851,0.009691644112868165,247,1.6331172585487366
10.0,linear,char,"(4, 8)",<lambda>,-1.149107625078393,0.039070012762125274,133,5.3001901507377625
10.0,linear,char,"(4, 8)",rmstop_clean_stem,-1.153288575142815,0.02429923964929622,143,4.558023452758789
10.0,linear,char,"(4, 12)",<lambda>,-1.1328810179993414,0.04601302586778348,101,8.963087737560272
10.0,linear,char,"(4, 12)",rmstop_clean_stem,-1.1265461560472716,0.03454559546796916,87,7.517755031585693
10.0,linear,char,"(4, 16)",<lambda>,-1.1255544409271612,0.04976066453749622,85,12.718014895915985
10.0,linear,char,"(4, 16)",rmstop_clean_stem,-1.1119902759786489,0.03548339668731721,53,10.253530621528625
10.0,linear,char,"(6, 8)",<lambda>,-1.1594719964541689,0.04234584933344217,149,3.4262579679489136
10.0,linear,char,"(6, 8)",rmstop_clean_stem,-1.1604807139716424,0.031782526539136026,150,2.9151541590690613
10.0,linear,char,"(6, 12)",<lambda>,-1.1511968365557221,0.04750992875526849,135,7.26138174533844
10.0,linear,char,"(6, 12)",rmstop_clean_stem,-1.1430668256369267,0.0351935036935664,123,6.008099257946014
10.0,linear,char,"(6, 12)",<lambda>,-1.1511968365557221,0.04750992875526849,135,7.39068990945816
10.0,linear,char,"(6, 12)",rmstop_clean_stem,-1.1430668256369267,0.0351935036935664,123,6.053995370864868
10.0,linear,char,"(6, 16)",<lambda>,-1.1464443616570832,0.04913245301136195,128,10.902076125144958
10.0,linear,char,"(6, 16)",rmstop_clean_stem,-1.1320499412819143,0.03193341466579959,97,8.575968205928802
10.0,linear,char,"(8, 8)",<lambda>,-1.1878782474806227,0.055329059409645685,193,1.6744018197059631
10.0,linear,char,"(8, 8)",rmstop_clean_stem,-1.1913943648101593,0.03941951235094561,200,1.590282380580902
10.0,linear,char,"(8, 12)",<lambda>,-1.191945917602617,0.053573250646902805,201,5.52655029296875
10.0,linear,char,"(8, 12)",rmstop_clean_stem,-1.1866319380525092,0.03992663792182189,188,4.546020686626434
10.0,linear,char,"(8, 12)",<lambda>,-1.191945917602617,0.053573250646902805,201,5.373457193374634
10.0,linear,char,"(8, 12)",rmstop_clean_stem,-1.1866319380525092,0.03992663792182189,188,4.508513271808624
10.0,linear,char,"(8, 16)",<lambda>,-1.1894043434582982,0.05273302657298713,197,9.078038692474365
10.0,linear,char,"(8, 16)",rmstop_clean_stem,-1.1806050374070993,0.035704849070773516,181,7.255595326423645
10.0,linear,char_wb,"(2, 4)",<lambda>,-1.198338457694991,0.039693857897011554,218,3.133014500141144
10.0,linear,char_wb,"(2, 4)",rmstop_clean_stem,-1.213788085886061,0.03557060149026015,244,2.86076158285141
10.0,linear,char_wb,"(2, 8)",<lambda>,-1.2238991740114522,0.02530233321465528,261,4.654321849346161
10.0,linear,char_wb,"(2, 8)",rmstop_clean_stem,-1.2347407760097455,0.03679407048239755,267,3.8945557475090027
10.0,linear,char_wb,"(2, 12)",<lambda>,-1.2275131896874356,0.0229942798791751,264,5.1939573884010315
10.0,linear,char_wb,"(2, 12)",rmstop_clean_stem,-1.2397667226220483,0.039439856453782667,270,4.09121960401535
10.0,linear,char_wb,"(2, 16)",<lambda>,-1.2253702337152244,0.023675124660013556,263,5.2964542508125305
10.0,linear,char_wb,"(2, 16)",rmstop_clean_stem,-1.239797825650251,0.0399264397823995,271,4.144931077957153
10.0,linear,char_wb,"(4, 4)",<lambda>,-1.2277624263013323,0.0338529268747201,265,1.4833329319953918
10.0,linear,char_wb,"(4, 4)",rmstop_clean_stem,-1.2413150118239535,0.03395883057428327,274,1.4455746412277222
10.0,linear,char_wb,"(4, 8)",<lambda>,-1.2440622746560002,0.025902876915542477,278,2.8931496143341064
10.0,linear,char_wb,"(4, 8)",rmstop_clean_stem,-1.2516412230702885,0.032368523520197715,285,2.5365697741508484
10.0,linear,char_wb,"(4, 12)",<lambda>,-1.2438016258052735,0.02798517428095242,277,3.51203852891922
10.0,linear,char_wb,"(4, 12)",rmstop_clean_stem,-1.2545207674674825,0.03679498809740444,295,2.785375416278839
10.0,linear,char_wb,"(4, 16)",<lambda>,-1.2424195210676519,0.02855620740369788,275,3.603058338165283
10.0,linear,char_wb,"(4, 16)",rmstop_clean_stem,-1.254720488600681,0.037523440217258855,296,2.7853755354881287
10.0,linear,char_wb,"(6, 8)",<lambda>,-1.2484031437470597,0.027427415923276872,281,1.6936306357383728
10.0,linear,char_wb,"(6, 8)",rmstop_clean_stem,-1.2539626596883635,0.042055183825654145,294,1.4850836992263794
10.0,linear,char_wb,"(6, 12)",<lambda>,-1.2572777942314006,0.03183366192318974,301,2.066090166568756
10.0,linear,char_wb,"(6, 12)",rmstop_clean_stem,-1.2535674479716605,0.049590275654197886,290,1.7038999199867249
10.0,linear,char_wb,"(6, 12)",<lambda>,-1.2572777942314006,0.03183366192318974,301,2.0726638436317444
10.0,linear,char_wb,"(6, 12)",rmstop_clean_stem,-1.2535674479716605,0.049590275654197886,290,1.6840564608573914
10.0,linear,char_wb,"(6, 16)",<lambda>,-1.2582497475195826,0.03275928247115773,304,2.1931746006011963
10.0,linear,char_wb,"(6, 16)",rmstop_clean_stem,-1.252485669136568,0.05051400412235127,286,1.7354865670204163
10.0,linear,char_wb,"(8, 8)",<lambda>,-1.2515208336851948,0.023267786367057956,284,0.8196322917938232
10.0,linear,char_wb,"(8, 8)",rmstop_clean_stem,-1.2597267586912395,0.04216345192734223,306,0.9167458415031433
10.0,linear,char_wb,"(8, 12)",<lambda>,-1.2704166445609806,0.02619399581609711,320,1.2689608335494995
10.0,linear,char_wb,"(8, 12)",rmstop_clean_stem,-1.26396010530117,0.05003175998471837,309,1.125908374786377
10.0,linear,char_wb,"(8, 12)",<lambda>,-1.2704166445609806,0.02619399581609711,320,1.260600209236145
10.0,linear,char_wb,"(8, 12)",rmstop_clean_stem,-1.26396010530117,0.05003175998471837,309,1.129753828048706
10.0,linear,char_wb,"(8, 16)",<lambda>,-1.273904148913675,0.025766782536107792,326,1.3573053479194641
10.0,linear,char_wb,"(8, 16)",rmstop_clean_stem,-1.2633249433842981,0.05161794035091947,308,1.1831282377243042
10.0,sigmoid,char,"(2, 4)",<lambda>,-2.1040152839528643,0.042090472951967155,555,4.625349044799805
10.0,sigmoid,char,"(2, 4)",rmstop_clean_stem,-2.3169762034563726,0.04570769855403017,562,4.322351157665253
10.0,sigmoid,char,"(2, 8)",<lambda>,-1.423531038970185,0.043635340476319014,460,8.497014820575714
10.0,sigmoid,char,"(2, 8)",rmstop_clean_stem,-1.5422609993299532,0.04552097863635254,509,7.459175288677216
10.0,sigmoid,char,"(2, 12)",<lambda>,-1.3201617864761654,0.06013936625654039,401,12.569884181022644
10.0,sigmoid,char,"(2, 12)",rmstop_clean_stem,-1.378850091777222,0.04782693517250085,435,10.608435571193695
10.0,sigmoid,char,"(2, 16)",<lambda>,-1.2918521203750752,0.06776807879758993,359,16.634545743465424
10.0,sigmoid,char,"(2, 16)",rmstop_clean_stem,-1.2972004076903874,0.03850960315460472,367,12.979415953159332
10.0,sigmoid,char,"(4, 4)",<lambda>,-1.8035611122387825,0.03871860059300646,543,3.016676962375641
10.0,sigmoid,char,"(4, 4)",rmstop_clean_stem,-1.8699075971635009,0.0825557576683615,549,2.85139000415802
10.0,sigmoid,char,"(4, 8)",<lambda>,-1.413684605309492,0.03825967526567525,455,6.920795977115631
10.0,sigmoid,char,"(4, 8)",rmstop_clean_stem,-1.5490815178475885,0.03809544850475481,514,5.97396719455719
10.0,sigmoid,char,"(4, 12)",<lambda>,-1.3335249249195846,0.06487121954433152,407,10.847686409950256
10.0,sigmoid,char,"(4, 12)",rmstop_clean_stem,-1.3776450420579884,0.029532454151160646,434,8.764219045639038
10.0,sigmoid,char,"(4, 16)",<lambda>,-1.3048126415195855,0.05256297991325717,380,14.07478016614914
10.0,sigmoid,char,"(4, 16)",rmstop_clean_stem,-1.2913774868854944,0.03267798702084536,357,11.326730132102966
10.0,sigmoid,char,"(6, 8)",<lambda>,-1.4415886433378629,0.04771157013163458,471,4.182897210121155
10.0,sigmoid,char,"(6, 8)",rmstop_clean_stem,-1.5571040852877411,0.040179400931162686,519,3.9796480536460876
10.0,sigmoid,char,"(6, 12)",<lambda>,-1.3550876069083,0.06608042790232266,418,8.884378552436829
10.0,sigmoid,char,"(6, 12)",rmstop_clean_stem,-1.3906403030526444,0.0730570890343598,437,7.395161330699921
10.0,sigmoid,char,"(6, 12)",<lambda>,-1.3550876069083,0.06608042790232266,418,9.46251231431961
10.0,sigmoid,char,"(6, 12)",rmstop_clean_stem,-1.3906403030526444,0.0730570890343598,437,8.230608582496643
10.0,sigmoid,char,"(6, 16)",<lambda>,-1.319964770018819,0.04281404761270704,400,14.36461853981018
10.0,sigmoid,char,"(6, 16)",rmstop_clean_stem,-1.3237885164588101,0.03365373208719698,404,10.816047310829163
10.0,sigmoid,char,"(8, 8)",<lambda>,-1.4829788615913624,0.05922910903634578,488,2.4428285360336304
10.0,sigmoid,char,"(8, 8)",rmstop_clean_stem,-1.5729654008505773,0.045487129895595065,522,2.2915148735046387
10.0,sigmoid,char,"(8, 12)",<lambda>,-1.4132238582225378,0.06881358652336164,453,6.86332094669342
10.0,sigmoid,char,"(8, 12)",rmstop_clean_stem,-1.4192930132042196,0.0631672758858378,457,6.200014412403107
10.0,sigmoid,char,"(8, 12)",<lambda>,-1.4132238582225378,0.06881358652336164,453,6.952162027359009
