svr__C,svr__kernel,vect__analyzer,vect__ngram_range,vect__preprocessor,mean_test_score,std_test_score,rank_test_score,mean_fit_time
10.0,sigmoid,char,"(8, 12)",rmstop_clean_stem,-1.4192930132042196,0.0631672758858378,457,5.710390627384186
10.0,sigmoid,char,"(8, 16)",<lambda>,-1.3704862077114108,0.04910330594997406,428,10.129064798355103
10.0,sigmoid,char,"(8, 16)",rmstop_clean_stem,-1.3705343868750477,0.03964675430540914,429,8.306865215301514
10.0,sigmoid,char_wb,"(2, 4)",<lambda>,-2.592012371140593,0.07996310216420163,575,3.8353612422943115
10.0,sigmoid,char_wb,"(2, 4)",rmstop_clean_stem,-4.016102017045466,0.13416706762273314,606,3.0801918506622314
10.0,sigmoid,char_wb,"(2, 8)",<lambda>,-2.3488387630224223,0.1051548262114724,563,5.948085963726044
10.0,sigmoid,char_wb,"(2, 8)",rmstop_clean_stem,-4.006663770454728,0.3607356772424099,605,4.448499023914337
10.0,sigmoid,char_wb,"(2, 12)",<lambda>,-2.515554930813746,0.037165077379523605,571,6.632157146930695
10.0,sigmoid,char_wb,"(2, 12)",rmstop_clean_stem,-4.134503002616644,0.18439835050140604,611,4.637415945529938
10.0,sigmoid,char_wb,"(2, 16)",<lambda>,-2.477847528028436,0.04156360576080722,569,6.382163465023041
10.0,sigmoid,char_wb,"(2, 16)",rmstop_clean_stem,-4.125658770812647,0.21172845480737038,610,4.824275970458984
10.0,sigmoid,char_wb,"(4, 4)",<lambda>,-2.389588789249694,0.09025326156155394,566,2.062937080860138
10.0,sigmoid,char_wb,"(4, 4)",rmstop_clean_stem,-3.8762854157495257,0.13981608653926203,603,1.6631235480308533
10.0,sigmoid,char_wb,"(4, 8)",<lambda>,-2.4106585328770196,0.060803222592835104,567,3.768096446990967
10.0,sigmoid,char_wb,"(4, 8)",rmstop_clean_stem,-4.32097833030184,0.15949642606162126,612,2.8928998708724976
10.0,sigmoid,char_wb,"(4, 12)",<lambda>,-2.596345751994162,0.051952482319956035,576,4.399237930774689
10.0,sigmoid,char_wb,"(4, 12)",rmstop_clean_stem,-4.476406745251938,0.28885051273837464,615,3.117699921131134
10.0,sigmoid,char_wb,"(4, 16)",<lambda>,-2.529993744880988,0.05091549031800833,572,4.651294767856598
10.0,sigmoid,char_wb,"(4, 16)",rmstop_clean_stem,-4.565364008957353,0.20088954195594447,617,3.148707926273346
10.0,sigmoid,char_wb,"(6, 8)",<lambda>,-2.596686153580267,0.061196673012609316,577,2.119226098060608
10.0,sigmoid,char_wb,"(6, 8)",rmstop_clean_stem,-4.865616560036876,0.17435898716140708,618,1.6826284527778625
10.0,sigmoid,char_wb,"(6, 12)",<lambda>,-2.895062225460327,0.06165996472445279,580,2.611086845397949
10.0,sigmoid,char_wb,"(6, 12)",rmstop_clean_stem,-5.432364352947846,0.3164063910575467,620,1.8146372437477112
10.0,sigmoid,char_wb,"(6, 12)",<lambda>,-2.895062225460327,0.06165996472445279,580,2.6208890080451965
10.0,sigmoid,char_wb,"(6, 12)",rmstop_clean_stem,-5.432364352947846,0.3164063910575467,620,1.834223449230194
10.0,sigmoid,char_wb,"(6, 16)",<lambda>,-2.89314138911097,0.07604341505042464,579,2.9624768495559692
10.0,sigmoid,char_wb,"(6, 16)",rmstop_clean_stem,-5.391096852790439,0.2718507988699361,619,1.8909858465194702
10.0,sigmoid,char_wb,"(8, 8)",<lambda>,-2.3657798676829476,0.01966314804728551,565,1.2214620113372803
10.0,sigmoid,char_wb,"(8, 8)",rmstop_clean_stem,-4.029794212365779,0.20359341584931898,607,1.1607607007026672
10.0,sigmoid,char_wb,"(8, 12)",<lambda>,-3.1729657247189857,0.14038489441458304,590,1.6106116771697998
10.0,sigmoid,char_wb,"(8, 12)",rmstop_clean_stem,-5.506658618760342,0.26392092060770095,622,1.153509259223938
10.0,sigmoid,char_wb,"(8, 12)",<lambda>,-3.1729657247189857,0.14038489441458304,590,1.6223903894424438
10.0,sigmoid,char_wb,"(8, 12)",rmstop_clean_stem,-5.506658618760342,0.26392092060770095,622,1.1564969420433044
10.0,sigmoid,char_wb,"(8, 16)",<lambda>,-3.247970173037069,0.12782158638002672,592,1.8475151062011719
10.0,sigmoid,char_wb,"(8, 16)",rmstop_clean_stem,-5.510723904895984,0.23799513984785248,624,1.277286946773529
15.0,linear,char,"(2, 4)",<lambda>,-1.2323284007134028,0.04951928549628958,266,3.4115161299705505
15.0,linear,char,"(2, 4)",rmstop_clean_stem,-1.239078605642295,0.013297427555072305,269,3.086443305015564
15.0,linear,char,"(2, 8)",<lambda>,-1.1545717975905023,0.048337385192748474,146,6.8702932596206665
15.0,linear,char,"(2, 8)",rmstop_clean_stem,-1.1622789804913591,0.03221160678196591,156,5.989845156669617
15.0,linear,char,"(2, 12)",<lambda>,-1.1337748652299693,0.051937925176404345,105,10.908062398433685
15.0,linear,char,"(2, 12)",rmstop_clean_stem,-1.1266599027460644,0.039748158902744385,90,9.127276420593262
15.0,linear,char,"(2, 16)",<lambda>,-1.1249658113167484,0.05484383378100789,81,14.838292241096497
15.0,linear,char,"(2, 16)",rmstop_clean_stem,-1.1088072370144453,0.04314860949538551,49,11.484364986419678
15.0,linear,char,"(4, 4)",<lambda>,-1.242446942397733,0.03912146418958596,276,1.7782548069953918
15.0,linear,char,"(4, 4)",rmstop_clean_stem,-1.2470086805527287,0.01571571722808566,280,1.7806090712547302
15.0,linear,char,"(4, 8)",<lambda>,-1.1624970366903837,0.046539115127970536,158,5.499735057353973
15.0,linear,char,"(4, 8)",rmstop_clean_stem,-1.1686354818497113,0.029392528785416833,163,4.585530340671539
15.0,linear,char,"(4, 12)",<lambda>,-1.1420244536869277,0.04967896218765076,122,9.210819363594055
15.0,linear,char,"(4, 12)",rmstop_clean_stem,-1.1357088249682248,0.036273206505334554,109,7.723365366458893
15.0,linear,char,"(4, 16)",<lambda>,-1.1336614766904765,0.0509808745792284,104,13.145766496658325
15.0,linear,char,"(4, 16)",rmstop_clean_stem,-1.117933027758249,0.03602377908797719,65,10.673548221588135
15.0,linear,char,"(6, 8)",<lambda>,-1.1736547242409632,0.048858769237754895,169,3.579239010810852
15.0,linear,char,"(6, 8)",rmstop_clean_stem,-1.1746090253543322,0.037539259853755155,170,3.034680962562561
15.0,linear,char,"(6, 12)",<lambda>,-1.1609199024483632,0.0507965300795602,153,7.473178029060364
15.0,linear,char,"(6, 12)",rmstop_clean_stem,-1.1520563419690093,0.035894333841749504,139,6.301665306091309
15.0,linear,char,"(6, 12)",<lambda>,-1.1609199024483632,0.0507965300795602,153,7.617392480373383
15.0,linear,char,"(6, 12)",rmstop_clean_stem,-1.1520563419690093,0.035894333841749504,139,6.222261667251587
15.0,linear,char,"(6, 16)",<lambda>,-1.1542959644115907,0.05062642227021157,144,11.255869388580322
15.0,linear,char,"(6, 16)",rmstop_clean_stem,-1.13723994301357,0.03241274846509429,116,9.02009654045105
15.0,linear,char,"(8, 8)",<lambda>,-1.20430176128695,0.06235610262319922,233,1.686875820159912
15.0,linear,char,"(8, 8)",rmstop_clean_stem,-1.2041933580283186,0.04533152829619739,232,1.6565507054328918
15.0,linear,char,"(8, 12)",<lambda>,-1.2010449914678403,0.0567483461662802,223,5.686027467250824
15.0,linear,char,"(8, 12)",rmstop_clean_stem,-1.193714166354906,0.03897271214739564,205,4.748315691947937
15.0,linear,char,"(8, 12)",<lambda>,-1.2010449914678403,0.0567483461662802,223,5.591255843639374
15.0,linear,char,"(8, 12)",rmstop_clean_stem,-1.193714166354906,0.03897271214739564,205,4.684552073478699
15.0,linear,char,"(8, 16)",<lambda>,-1.1967547202566953,0.05387228454507938,212,9.29842609167099
15.0,linear,char,"(8, 16)",rmstop_clean_stem,-1.1850871146521111,0.036989627525581596,186,7.622937738895416
15.0,linear,char_wb,"(2, 4)",<lambda>,-1.25560648680187,0.04399961960310675,297,3.3555840849876404
15.0,linear,char_wb,"(2, 4)",rmstop_clean_stem,-1.253419210265687,0.042016031887750376,289,3.1498560905456543
15.0,linear,char_wb,"(2, 8)",<lambda>,-1.2683094582395265,0.01885302441962452,316,4.871109127998352
15.0,linear,char_wb,"(2, 8)",rmstop_clean_stem,-1.2740059095382148,0.03647855908055014,327,4.163510799407959
15.0,linear,char_wb,"(2, 12)",<lambda>,-1.2670372054575667,0.018960928520883054,312,5.3570427894592285
15.0,linear,char_wb,"(2, 12)",rmstop_clean_stem,-1.2777612864037726,0.04278082598750069,333,4.523515999317169
15.0,linear,char_wb,"(2, 16)",<lambda>,-1.2648486785209765,0.02039822975640556,311,5.526491284370422
15.0,linear,char_wb,"(2, 16)",rmstop_clean_stem,-1.277725579773729,0.04279464496376218,332,4.404488444328308
15.0,linear,char_wb,"(4, 4)",<lambda>,-1.2851270044715402,0.03132717911897539,343,1.663373589515686
15.0,linear,char_wb,"(4, 4)",rmstop_clean_stem,-1.2865143207638752,0.03423794839270404,344,1.6308702230453491
15.0,linear,char_wb,"(4, 8)",<lambda>,-1.2848815708452963,0.02395500507344994,341,3.1184505224227905
15.0,linear,char_wb,"(4, 8)",rmstop_clean_stem,-1.290967470129843,0.032211993865796845,354,2.711609125137329
15.0,linear,char_wb,"(4, 12)",<lambda>,-1.2820420385475546,0.025249464409945077,336,3.630315124988556
15.0,linear,char_wb,"(4, 12)",rmstop_clean_stem,-1.292123195862843,0.038797037465991085,361,3.1129490733146667
15.0,linear,char_wb,"(4, 16)",<lambda>,-1.280070317532695,0.02670456805509832,334,3.755533218383789
15.0,linear,char_wb,"(4, 16)",rmstop_clean_stem,-1.2921453108279535,0.040247449608738335,362,3.0538799166679382
15.0,linear,char_wb,"(6, 8)",<lambda>,-1.288930017018792,0.024846939009516983,353,1.7672422528266907
15.0,linear,char_wb,"(6, 8)",rmstop_clean_stem,-1.28884455963192,0.044332101888973255,352,1.6040750741958618
15.0,linear,char_wb,"(6, 12)",<lambda>,-1.2882591907949648,0.03215090799207711,346,2.220532536506653
15.0,linear,char_wb,"(6, 12)",rmstop_clean_stem,-1.2883683084683057,0.04873076147328352,348,1.882828176021576
15.0,linear,char_wb,"(6, 12)",<lambda>,-1.2882591907949648,0.03215090799207711,346,2.243530809879303
15.0,linear,char_wb,"(6, 12)",rmstop_clean_stem,-1.2883683084683057,0.04873076147328352,348,1.8816993236541748
15.0,linear,char_wb,"(6, 16)",<lambda>,-1.2885142331769854,0.03256714648549554,351,2.3915504217147827
15.0,linear,char_wb,"(6, 16)",rmstop_clean_stem,-1.2884494230282995,0.04919514399700193,350,1.8874233961105347
15.0,linear,char_wb,"(8, 8)",<lambda>,-1.2913116500467066,0.026306734405961638,355,0.9994743466377258
15.0,linear,char_wb,"(8, 8)",rmstop_clean_stem,-1.2969256790975119,0.04250319091781164,366,1.0809925198554993
15.0,linear,char_wb,"(8, 12)",<lambda>,-1.3019634824744353,0.023899269049515753,376,1.3583055138587952
15.0,linear,char_wb,"(8, 12)",rmstop_clean_stem,-1.2999136492196914,0.04696129278664209,372,1.2512809038162231
15.0,linear,char_wb,"(8, 12)",<lambda>,-1.3019634824744353,0.023899269049515753,376,1.3418013453483582
15.0,linear,char_wb,"(8, 12)",rmstop_clean_stem,-1.2999136492196914,0.04696129278664209,372,1.251781404018402
15.0,linear,char_wb,"(8, 16)",<lambda>,-1.307452196922687,0.024876373673715917,389,1.4620792865753174
15.0,linear,char_wb,"(8, 16)",rmstop_clean_stem,-1.2992094923144488,0.04691316899877628,371,1.3320487141609192
15.0,sigmoid,char,"(2, 4)",<lambda>,-2.8972928352785363,0.08739728398019345,582,5.493984520435333
15.0,sigmoid,char,"(2, 4)",rmstop_clean_stem,-3.338092017331202,0.1139199565253387,594,4.238701939582825
15.0,sigmoid,char,"(2, 8)",<lambda>,-1.6417933877499649,0.03767922816503287,535,8.344022512435913
15.0,sigmoid,char,"(2, 8)",rmstop_clean_stem,-1.8885622797712593,0.01733550699776299,550,7.263033866882324
15.0,sigmoid,char,"(2, 12)",<lambda>,-1.475916974046312,0.0638592801093347,485,12.18700361251831
15.0,sigmoid,char,"(2, 12)",rmstop_clean_stem,-1.5916552579175405,0.04961332212465779,528,10.483495056629181
15.0,sigmoid,char,"(2, 16)",<lambda>,-1.3768769735841826,0.05587531047541767,433,16.05987173318863
15.0,sigmoid,char,"(2, 16)",rmstop_clean_stem,-1.4294311627571643,0.04992091878159964,463,13.13857626914978
15.0,sigmoid,char,"(4, 4)",<lambda>,-2.2997826414499274,0.1117245710323028,560,3.939494490623474
15.0,sigmoid,char,"(4, 4)",rmstop_clean_stem,-2.513305795084933,0.10607843964657114,570,3.3619827032089233
15.0,sigmoid,char,"(4, 8)",<lambda>,-1.6756619036046132,0.07921131987270616,541,6.597925007343292
15.0,sigmoid,char,"(4, 8)",rmstop_clean_stem,-1.8170615633209408,0.06899414682876702,544,5.8194533586502075
15.0,sigmoid,char,"(4, 12)",<lambda>,-1.4880377408745742,0.07182512678834,491,10.418840169906616
15.0,sigmoid,char,"(4, 12)",rmstop_clean_stem,-1.5759726890768742,0.10027218773219315,524,8.667196452617645
15.0,sigmoid,char,"(4, 16)",<lambda>,-1.4028978147261986,0.06504015464889963,446,14.079382956027985
15.0,sigmoid,char,"(4, 16)",rmstop_clean_stem,-1.4382891588432973,0.048310057122145075,468,11.55680251121521
15.0,sigmoid,char,"(6, 8)",<lambda>,-1.6515306995374004,0.044641849355274564,539,4.701103866100311
15.0,sigmoid,char,"(6, 8)",rmstop_clean_stem,-1.8569525769221966,0.08822530894860112,548,4.128553092479706
15.0,sigmoid,char,"(6, 12)",<lambda>,-1.5103831483553645,0.07189388791776039,499,8.261605858802795
15.0,sigmoid,char,"(6, 12)",rmstop_clean_stem,-1.6223854481380702,0.060346098116398135,531,6.936808288097382
15.0,sigmoid,char,"(6, 12)",<lambda>,-1.5103831483553645,0.07189388791776039,499,8.37963205575943
15.0,sigmoid,char,"(6, 12)",rmstop_clean_stem,-1.6223854481380702,0.060346098116398135,531,7.065085053443909
15.0,sigmoid,char,"(6, 16)",<lambda>,-1.4279467583416254,0.05541965133993661,461,12.644805133342743
15.0,sigmoid,char,"(6, 16)",rmstop_clean_stem,-1.4178713504807032,0.035803940530836895,456,10.073716580867767
15.0,sigmoid,char,"(8, 8)",<lambda>,-1.6976923472467116,0.061180658525920695,542,2.265113890171051
15.0,sigmoid,char,"(8, 8)",rmstop_clean_stem,-1.9654767102268345,0.0684403802422997,551,2.3055177330970764
15.0,sigmoid,char,"(8, 12)",<lambda>,-1.5568210591553304,0.06678610806893724,517,6.2491534948349
15.0,sigmoid,char,"(8, 12)",rmstop_clean_stem,-1.639221373519455,0.038935616084033856,533,5.609010100364685
15.0,sigmoid,char,"(8, 12)",<lambda>,-1.5568210591553304,0.06678610806893724,517,6.092368900775909
15.0,sigmoid,char,"(8, 12)",rmstop_clean_stem,-1.639221373519455,0.038935616084033856,533,5.508486747741699
15.0,sigmoid,char,"(8, 16)",<lambda>,-1.4779656263313066,0.059334976937193494,486,10.075714349746704
15.0,sigmoid,char,"(8, 16)",rmstop_clean_stem,-1.4896960641724026,0.04430651122925281,492,8.384864866733551
15.0,sigmoid,char_wb,"(2, 4)",<lambda>,-3.626074006668701,0.17510643479427515,601,4.2339752316474915
15.0,sigmoid,char_wb,"(2, 4)",rmstop_clean_stem,-5.994225031721913,0.20345938684086548,628,3.1199061274528503
15.0,sigmoid,char_wb,"(2, 8)",<lambda>,-3.413244676035949,0.19496805182307517,597,6.429192960262299
15.0,sigmoid,char_wb,"(2, 8)",rmstop_clean_stem,-6.020355110641095,0.14950989069136963,629,4.490508556365967
15.0,sigmoid,char_wb,"(2, 12)",<lambda>,-3.431304483849134,0.05369078426181094,598,6.4797051548957825
15.0,sigmoid,char_wb,"(2, 12)",rmstop_clean_stem,-6.17884189897316,0.31953452993911374,631,4.800328373908997
15.0,sigmoid,char_wb,"(2, 16)",<lambda>,-3.3957903426848732,0.06526481326333726,596,7.224622845649719
15.0,sigmoid,char_wb,"(2, 16)",rmstop_clean_stem,-5.9215853054977785,0.2577266637563265,627,4.755623459815979
15.0,sigmoid,char_wb,"(4, 4)",<lambda>,-3.3312056552801943,0.0902244501382451,593,2.2592837810516357
15.0,sigmoid,char_wb,"(4, 4)",rmstop_clean_stem,-5.6652193586947455,0.287818602051567,625,1.9823081493377686
15.0,sigmoid,char_wb,"(4, 8)",<lambda>,-3.3424007062989034,0.12407207522696376,595,3.8487107157707214
15.0,sigmoid,char_wb,"(4, 8)",rmstop_clean_stem,-6.084046487472122,0.45966962582025483,630,3.004420518875122
15.0,sigmoid,char_wb,"(4, 12)",<lambda>,-3.6506775857775384,0.20316162956769235,602,4.630176901817322
15.0,sigmoid,char_wb,"(4, 12)",rmstop_clean_stem,-6.713733664522688,0.3642107509804165,632,3.2811864614486694
15.0,sigmoid,char_wb,"(4, 16)",<lambda>,-3.5239181483001927,0.10868586183412102,599,4.725280404090881
15.0,sigmoid,char_wb,"(4, 16)",rmstop_clean_stem,-6.840512558086173,0.43452781777346755,634,3.2812366485595703
15.0,sigmoid,char_wb,"(6, 8)",<lambda>,-3.6077056021938763,0.1774305969944615,600,2.371782660484314
15.0,sigmoid,char_wb,"(6, 8)",rmstop_clean_stem,-6.738128218506081,0.539049034818055,633,1.6058599948883057
15.0,sigmoid,char_wb,"(6, 12)",<lambda>,-4.033538660399449,0.1331619943305577,608,2.6655991077423096
15.0,sigmoid,char_wb,"(6, 12)",rmstop_clean_stem,-7.496079511753505,0.4845955736670685,635,2.0042003989219666
15.0,sigmoid,char_wb,"(6, 12)",<lambda>,-4.033538660399449,0.1331619943305577,608,2.6761010885238647
15.0,sigmoid,char_wb,"(6, 12)",rmstop_clean_stem,-7.496079511753505,0.4845955736670685,635,1.9889473915100098
15.0,sigmoid,char_wb,"(6, 16)",<lambda>,-3.9958903815407814,0.2827761689187675,604,2.8226341009140015
15.0,sigmoid,char_wb,"(6, 16)",rmstop_clean_stem,-7.583837531937212,0.8460752776303161,637,1.9129295349121094
15.0,sigmoid,char_wb,"(8, 8)",<lambda>,-3.1685239487687635,0.13588218480568376,589,1.3515537977218628
15.0,sigmoid,char_wb,"(8, 8)",rmstop_clean_stem,-5.829207166671757,0.27635521149723413,626,1.0324819684028625
15.0,sigmoid,char_wb,"(8, 12)",<lambda>,-4.40959543571366,0.18347311493344967,613,1.7463926672935486
15.0,sigmoid,char_wb,"(8, 12)",rmstop_clean_stem,-7.837314243927017,0.36988385248277805,639,1.2382783889770508
15.0,sigmoid,char_wb,"(8, 12)",<lambda>,-4.40959543571366,0.18347311493344967,613,1.7526434063911438
15.0,sigmoid,char_wb,"(8, 12)",rmstop_clean_stem,-7.837314243927017,0.36988385248277805,639,1.2357773184776306
15.0,sigmoid,char_wb,"(8, 16)",<lambda>,-4.483050192050767,0.16165947335947245,616,1.6768766045570374
15.0,sigmoid,char_wb,"(8, 16)",rmstop_clean_stem,-7.708113826673462,0.43689397874930624,638,1.1687621474266052
