estimator,neg_mean_absolute_error_performance_mean,neg_mean_absolute_error_performance_std,vect__analyzer,vect__ngram_range,vect__preprocessor,vect__stop_words,svr__kernel,svr__C
SVR,-1.9260889396059386,0.07066985251531421,char,"(5, 12)",clean_and_stem_text,N/A,rbf,10.0
SVR,-1.9260889396059386,0.07066985251531421,char,"(5, 12)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,-1.846623978800925,0.07041329789424158,char,"(1, 5)",N/A,N/A,linear,10.0
SVR,-1.846623978800925,0.07041329789424158,char,"(1, 5)",N/A,Yes (n=232),linear,10.0
SVR,-1.8710159181805497,0.07775855242060416,char,"(1, 5)",clean_and_stem_text,N/A,linear,10.0
SVR,-1.8710159181805497,0.07775855242060416,char,"(1, 5)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,-1.8301386275228588,0.06339950045347831,char,"(2, 6)",N/A,N/A,linear,10.0
SVR,-1.8301386275228588,0.06339950045347831,char,"(2, 6)",N/A,Yes (n=232),linear,10.0
SVR,-1.858356871087921,0.0780565384150712,char,"(2, 6)",clean_and_stem_text,N/A,linear,10.0
SVR,-1.858356871087921,0.0780565384150712,char,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,-1.8174913617903616,0.057488037587829305,char,"(4, 7)",N/A,N/A,linear,10.0
SVR,-1.8174913617903616,0.057488037587829305,char,"(4, 7)",N/A,Yes (n=232),linear,10.0
SVR,-1.8371946292582888,0.07549573681297558,char,"(4, 7)",clean_and_stem_text,N/A,linear,10.0
SVR,-1.8371946292582888,0.07549573681297558,char,"(4, 7)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,-1.7964568591950774,0.05822028363960815,char,"(4, 9)",N/A,N/A,linear,10.0
SVR,-1.7964568591950774,0.05822028363960815,char,"(4, 9)",N/A,Yes (n=232),linear,10.0
SVR,-1.802665548002101,0.07075748067951723,char,"(4, 9)",clean_and_stem_text,N/A,linear,10.0
SVR,-1.802665548002101,0.07075748067951723,char,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,-1.796453215663718,0.04846360256908857,char,"(5, 12)",N/A,N/A,linear,10.0
SVR,-1.796453215663718,0.04846360256908857,char,"(5, 12)",N/A,Yes (n=232),linear,10.0
SVR,-1.7991043933536397,0.06501125729361654,char,"(5, 12)",clean_and_stem_text,N/A,linear,10.0
SVR,-1.7991043933536397,0.06501125729361654,char,"(5, 12)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,-3.1982733789734157,0.1283213319944654,char,"(1, 5)",N/A,N/A,rbf,0.1
SVR,-3.1982733789734157,0.1283213319944654,char,"(1, 5)",N/A,Yes (n=232),rbf,0.1
SVR,-3.1982127412701127,0.12665762316463042,char,"(1, 5)",clean_and_stem_text,N/A,rbf,0.1
SVR,-3.1982127412701127,0.12665762316463042,char,"(1, 5)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,-3.2794056583154694,0.13071558493449878,char,"(2, 6)",N/A,N/A,rbf,0.1
SVR,-3.2794056583154694,0.13071558493449878,char,"(2, 6)",N/A,Yes (n=232),rbf,0.1
SVR,-3.2793745993538073,0.12966448435701994,char,"(2, 6)",clean_and_stem_text,N/A,rbf,0.1
SVR,-3.2793745993538073,0.12966448435701994,char,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,-3.376820311548427,0.1329709639323018,char,"(4, 7)",N/A,N/A,rbf,0.1
SVR,-3.376820311548427,0.1329709639323018,char,"(4, 7)",N/A,Yes (n=232),rbf,0.1
SVR,-3.377381609091546,0.1309363316145765,char,"(4, 7)",clean_and_stem_text,N/A,rbf,0.1
SVR,-3.377381609091546,0.1309363316145765,char,"(4, 7)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,-3.429040004596936,0.13440278781688872,char,"(4, 9)",N/A,N/A,rbf,0.1
SVR,-3.429040004596936,0.13440278781688872,char,"(4, 9)",N/A,Yes (n=232),rbf,0.1
SVR,-3.429719899470581,0.1325950818391231,char,"(4, 9)",clean_and_stem_text,N/A,rbf,0.1
SVR,-3.429719899470581,0.1325950818391231,char,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,-3.5071744373491773,0.1370301452532626,char,"(5, 12)",N/A,N/A,rbf,0.1
SVR,-3.5071744373491773,0.1370301452532626,char,"(5, 12)",N/A,Yes (n=232),rbf,0.1
SVR,-3.5056640735374685,0.1349793860227043,char,"(5, 12)",clean_and_stem_text,N/A,rbf,0.1
SVR,-3.5056640735374685,0.1349793860227043,char,"(5, 12)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,-2.687770689109917,0.10779491727526049,char,"(1, 5)",N/A,N/A,linear,0.1
SVR,-2.687770689109917,0.10779491727526049,char,"(1, 5)",N/A,Yes (n=232),linear,0.1
SVR,-2.680171628856364,0.10431092951102387,char,"(1, 5)",clean_and_stem_text,N/A,linear,0.1
SVR,-2.680171628856364,0.10431092951102387,char,"(1, 5)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-2.722912040086277,0.11046820872297605,char,"(2, 6)",N/A,N/A,linear,0.1
SVR,-2.722912040086277,0.11046820872297605,char,"(2, 6)",N/A,Yes (n=232),linear,0.1
SVR,-2.707830511426097,0.10828932911995186,char,"(2, 6)",clean_and_stem_text,N/A,linear,0.1
SVR,-2.707830511426097,0.10828932911995186,char,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-2.858365236970345,0.11549570428003358,char,"(4, 7)",N/A,N/A,linear,0.1
SVR,-2.858365236970345,0.11549570428003358,char,"(4, 7)",N/A,Yes (n=232),linear,0.1
SVR,-2.849875080106234,0.11515753942692121,char,"(4, 7)",clean_and_stem_text,N/A,linear,0.1
SVR,-2.849875080106234,0.11515753942692121,char,"(4, 7)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-2.955741139201485,0.11899627417913546,char,"(4, 9)",N/A,N/A,linear,0.1
SVR,-2.955741139201485,0.11899627417913546,char,"(4, 9)",N/A,Yes (n=232),linear,0.1
SVR,-2.95650227789301,0.1171009444730579,char,"(4, 9)",clean_and_stem_text,N/A,linear,0.1
SVR,-2.95650227789301,0.1171009444730579,char,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-3.1258088747866957,0.12526348075440794,char,"(5, 12)",N/A,N/A,linear,0.1
SVR,-3.1258088747866957,0.12526348075440794,char,"(5, 12)",N/A,Yes (n=232),linear,0.1
SVR,-3.126718378562174,0.12374135680675866,char,"(5, 12)",clean_and_stem_text,N/A,linear,0.1
SVR,-3.126718378562174,0.12374135680675866,char,"(5, 12)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-3.772709662046122,0.14782114809995794,char,"(1, 5)",N/A,N/A,rbf,0.001
SVR,-3.772709662046122,0.14782114809995794,char,"(1, 5)",N/A,Yes (n=232),rbf,0.001
SVR,-3.772816019140174,0.1478010227868159,char,"(1, 5)",clean_and_stem_text,N/A,rbf,0.001
SVR,-3.772816019140174,0.1478010227868159,char,"(1, 5)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-3.7740878304463052,0.1478792996905771,char,"(2, 6)",N/A,N/A,rbf,0.001
SVR,-3.7740878304463052,0.1478792996905771,char,"(2, 6)",N/A,Yes (n=232),rbf,0.001
SVR,-3.774138396755002,0.14785597702530948,char,"(2, 6)",clean_and_stem_text,N/A,rbf,0.001
SVR,-3.774138396755002,0.14785597702530948,char,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-3.7756062059272324,0.14793137722531471,char,"(4, 7)",N/A,N/A,rbf,0.001
SVR,-3.7756062059272324,0.14793137722531471,char,"(4, 7)",N/A,Yes (n=232),rbf,0.001
SVR,-3.7756190366648346,0.14790849316431198,char,"(4, 7)",clean_and_stem_text,N/A,rbf,0.001
SVR,-3.7756190366648346,0.14790849316431198,char,"(4, 7)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-3.7763709417721394,0.1479642957452974,char,"(4, 9)",N/A,N/A,rbf,0.001
SVR,-3.7763709417721394,0.1479642957452974,char,"(4, 9)",N/A,Yes (n=232),rbf,0.001
SVR,-3.7763709341850147,0.14793704626927098,char,"(4, 9)",clean_and_stem_text,N/A,rbf,0.001
SVR,-3.7763709341850147,0.14793704626927098,char,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-3.777444926665775,0.14801087322365006,char,"(5, 12)",N/A,N/A,rbf,0.001
SVR,-3.777444926665775,0.14801087322365006,char,"(5, 12)",N/A,Yes (n=232),rbf,0.001
SVR,-3.7774178380705763,0.1479846034909423,char,"(5, 12)",clean_and_stem_text,N/A,rbf,0.001
SVR,-3.7774178380705763,0.1479846034909423,char,"(5, 12)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-3.7609566196645217,0.147451038923058,char,"(1, 5)",N/A,N/A,linear,0.001
SVR,-3.7609566196645217,0.147451038923058,char,"(1, 5)",N/A,Yes (n=232),linear,0.001
SVR,-3.761435828682893,0.1474231735889364,char,"(1, 5)",clean_and_stem_text,N/A,linear,0.001
SVR,-3.761435828682893,0.1474231735889364,char,"(1, 5)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-3.7620990585586163,0.14748806418458116,char,"(2, 6)",N/A,N/A,linear,0.001
SVR,-3.7620990585586163,0.14748806418458116,char,"(2, 6)",N/A,Yes (n=232),linear,0.001
SVR,-3.7624331471768206,0.14747604353137536,char,"(2, 6)",clean_and_stem_text,N/A,linear,0.001
SVR,-3.7624331471768206,0.14747604353137536,char,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-3.7658544805186382,0.1476283774188479,char,"(4, 7)",N/A,N/A,linear,0.001
SVR,-3.7658544805186382,0.1476283774188479,char,"(4, 7)",N/A,Yes (n=232),linear,0.001
SVR,-3.766072326101387,0.1475889225853406,char,"(4, 7)",clean_and_stem_text,N/A,linear,0.001
SVR,-3.766072326101387,0.1475889225853406,char,"(4, 7)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-3.768105810793301,0.14772622921978748,char,"(4, 9)",N/A,N/A,linear,0.001
SVR,-3.768105810793301,0.14772622921978748,char,"(4, 9)",N/A,Yes (n=232),linear,0.001
SVR,-3.7682946913810484,0.14768958814413924,char,"(4, 9)",clean_and_stem_text,N/A,linear,0.001
SVR,-3.7682946913810484,0.14768958814413924,char,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-3.771362887849669,0.147837389980353,char,"(5, 12)",N/A,N/A,linear,0.001
SVR,-3.771362887849669,0.147837389980353,char,"(5, 12)",N/A,Yes (n=232),linear,0.001
SVR,-3.7714589393967715,0.14778702531873666,char,"(5, 12)",clean_and_stem_text,N/A,linear,0.001
SVR,-3.7714589393967715,0.14778702531873666,char,"(5, 12)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-2.0603945246537583,0.06837213572864186,char_wb,"(2, 6)",N/A,N/A,rbf,1.0
SVR,-2.0603945246537583,0.06837213572864186,char_wb,"(2, 6)",N/A,Yes (n=232),rbf,1.0
SVR,-2.0468698408228323,0.07986928841171785,char_wb,"(2, 6)",clean_and_stem_text,N/A,rbf,1.0
SVR,-2.0468698408228323,0.07986928841171785,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,1.0
SVR,-2.160974613960802,0.07898336088574653,char_wb,"(4, 9)",N/A,N/A,rbf,1.0
SVR,-2.160974613960802,0.07898336088574653,char_wb,"(4, 9)",N/A,Yes (n=232),rbf,1.0
SVR,-2.1250253109432315,0.0869185314029187,char_wb,"(4, 9)",clean_and_stem_text,N/A,rbf,1.0
SVR,-2.1250253109432315,0.0869185314029187,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,1.0
SVR,-1.9078218425932896,0.059574203636947896,char_wb,"(2, 6)",N/A,N/A,linear,1.0
SVR,-1.9078218425932896,0.059574203636947896,char_wb,"(2, 6)",N/A,Yes (n=232),linear,1.0
SVR,-1.9390530261322845,0.0648135224203614,char_wb,"(2, 6)",clean_and_stem_text,N/A,linear,1.0
SVR,-1.9390530261322845,0.0648135224203614,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,1.0
SVR,-1.9875498362078836,0.05841349649792917,char_wb,"(4, 9)",N/A,N/A,linear,1.0
SVR,-1.9875498362078836,0.05841349649792917,char_wb,"(4, 9)",N/A,Yes (n=232),linear,1.0
SVR,-1.9922530332881236,0.0664998638420758,char_wb,"(4, 9)",clean_and_stem_text,N/A,linear,1.0
SVR,-1.9922530332881236,0.0664998638420758,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,1.0
SVR,-1.8161573543124259,0.06962944844803469,char_wb,"(2, 6)",N/A,N/A,rbf,10.0
SVR,-1.8161573543124259,0.06962944844803469,char_wb,"(2, 6)",N/A,Yes (n=232),rbf,10.0
SVR,-1.8453180757400305,0.09819795640304377,char_wb,"(2, 6)",clean_and_stem_text,N/A,rbf,10.0
SVR,-1.8453180757400305,0.09819795640304377,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,-1.881801339724706,0.07041722730805006,char_wb,"(4, 9)",N/A,N/A,rbf,10.0
SVR,-1.881801339724706,0.07041722730805006,char_wb,"(4, 9)",N/A,Yes (n=232),rbf,10.0
SVR,-1.8910502217422374,0.09853697386358534,char_wb,"(4, 9)",clean_and_stem_text,N/A,rbf,10.0
SVR,-1.8910502217422374,0.09853697386358534,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,-1.97148023662937,0.06960289266870216,char_wb,"(2, 6)",N/A,N/A,linear,10.0
SVR,-1.97148023662937,0.06960289266870216,char_wb,"(2, 6)",N/A,Yes (n=232),linear,10.0
SVR,-2.0038598561583423,0.10097545059331087,char_wb,"(2, 6)",clean_and_stem_text,N/A,linear,10.0
SVR,-2.0038598561583423,0.10097545059331087,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,-1.9912787192819212,0.06486626019053594,char_wb,"(4, 9)",N/A,N/A,linear,10.0
SVR,-1.9912787192819212,0.06486626019053594,char_wb,"(4, 9)",N/A,Yes (n=232),linear,10.0
SVR,-2.0285753510795512,0.10524748141160026,char_wb,"(4, 9)",clean_and_stem_text,N/A,linear,10.0
SVR,-2.0285753510795512,0.10524748141160026,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,-3.1322304701250205,0.12667006724560947,char_wb,"(2, 6)",N/A,N/A,rbf,0.1
SVR,-3.1322304701250205,0.12667006724560947,char_wb,"(2, 6)",N/A,Yes (n=232),rbf,0.1
SVR,-3.0526638474435126,0.1220244995868775,char_wb,"(2, 6)",clean_and_stem_text,N/A,rbf,0.1
SVR,-3.0526638474435126,0.1220244995868775,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,-3.2104631196641806,0.13206954780717053,char_wb,"(4, 9)",N/A,N/A,rbf,0.1
SVR,-3.2104631196641806,0.13206954780717053,char_wb,"(4, 9)",N/A,Yes (n=232),rbf,0.1
SVR,-3.103216682609285,0.12657385805028443,char_wb,"(4, 9)",clean_and_stem_text,N/A,rbf,0.1
SVR,-3.103216682609285,0.12657385805028443,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,-2.574314653729242,0.10004250780964502,char_wb,"(2, 6)",N/A,N/A,linear,0.1
SVR,-2.574314653729242,0.10004250780964502,char_wb,"(2, 6)",N/A,Yes (n=232),linear,0.1
SVR,-2.5399994958690706,0.09555364583996277,char_wb,"(2, 6)",clean_and_stem_text,N/A,linear,0.1
SVR,-2.5399994958690706,0.09555364583996277,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-2.6921567268276236,0.11555592086469356,char_wb,"(4, 9)",N/A,N/A,linear,0.1
SVR,-2.6921567268276236,0.11555592086469356,char_wb,"(4, 9)",N/A,Yes (n=232),linear,0.1
SVR,-2.6075279613819102,0.10185700033203941,char_wb,"(4, 9)",clean_and_stem_text,N/A,linear,0.1
SVR,-2.6075279613819102,0.10185700033203941,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-3.7713608779719197,0.1477727218316891,char_wb,"(2, 6)",N/A,N/A,rbf,0.001
SVR,-3.7713608779719197,0.1477727218316891,char_wb,"(2, 6)",N/A,Yes (n=232),rbf,0.001
SVR,-3.7698073802443304,0.14766470663380876,char_wb,"(2, 6)",clean_and_stem_text,N/A,rbf,0.001
SVR,-3.7698073802443304,0.14766470663380876,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-3.77253604516955,0.14784512078756887,char_wb,"(4, 9)",N/A,N/A,rbf,0.001
SVR,-3.77253604516955,0.14784512078756887,char_wb,"(4, 9)",N/A,Yes (n=232),rbf,0.001
SVR,-3.7702728506028107,0.14769981804322616,char_wb,"(4, 9)",clean_and_stem_text,N/A,rbf,0.001
SVR,-3.7702728506028107,0.14769981804322616,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-3.75579854061962,0.14726057122631278,char_wb,"(2, 6)",N/A,N/A,linear,0.001
SVR,-3.75579854061962,0.14726057122631278,char_wb,"(2, 6)",N/A,Yes (n=232),linear,0.001
SVR,-3.753162299821708,0.14711648265445887,char_wb,"(2, 6)",clean_and_stem_text,N/A,linear,0.001
SVR,-3.753162299821708,0.14711648265445887,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-3.7580437251348897,0.147402350156188,char_wb,"(4, 9)",N/A,N/A,linear,0.001
SVR,-3.7580437251348897,0.147402350156188,char_wb,"(4, 9)",N/A,Yes (n=232),linear,0.001
SVR,-3.7535651690113854,0.1471695496294722,char_wb,"(4, 9)",clean_and_stem_text,N/A,linear,0.001
SVR,-3.7535651690113854,0.1471695496294722,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,0.001
