estimator,r2_performance_mean,r2_performance_std,vect__analyzer,vect__ngram_range,vect__preprocessor,vect__stop_words,svr__kernel,svr__C
SVR,0.5268562446705387,0.03399192388943541,char,"(1, 5)",clean_and_stem_text,Yes (n=232),linear,1.0
SVR,0.5331136613076358,0.03527443384636484,char,"(2, 6)",N/A,N/A,linear,1.0
SVR,0.5331136613076358,0.03527443384636484,char,"(2, 6)",N/A,Yes (n=232),linear,1.0
SVR,0.5283420794819584,0.03449052600479269,char,"(2, 6)",clean_and_stem_text,N/A,linear,1.0
SVR,0.5283420794819584,0.03449052600479269,char,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,1.0
SVR,0.5269406908941874,0.03765395991515895,char,"(4, 7)",N/A,N/A,linear,1.0
SVR,0.5269406908941874,0.03765395991515895,char,"(4, 7)",N/A,Yes (n=232),linear,1.0
SVR,0.5230214777856407,0.03522425773779272,char,"(4, 7)",clean_and_stem_text,N/A,linear,1.0
SVR,0.5230214777856407,0.03522425773779272,char,"(4, 7)",clean_and_stem_text,Yes (n=232),linear,1.0
SVR,0.5254083233815523,0.03946709575892125,char,"(4, 9)",N/A,N/A,linear,1.0
SVR,0.5254083233815523,0.03946709575892125,char,"(4, 9)",N/A,Yes (n=232),linear,1.0
SVR,0.5223059594751974,0.03614075113428322,char,"(4, 9)",clean_and_stem_text,N/A,linear,1.0
SVR,0.5223059594751974,0.03614075113428322,char,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,1.0
SVR,0.5141397391973672,0.04125497520796811,char,"(5, 12)",N/A,N/A,linear,1.0
SVR,0.5141397391973672,0.04125497520796811,char,"(5, 12)",N/A,Yes (n=232),linear,1.0
SVR,0.5144602093289856,0.03704228018037804,char,"(5, 12)",clean_and_stem_text,N/A,linear,1.0
SVR,0.5144602093289856,0.03704228018037804,char,"(5, 12)",clean_and_stem_text,Yes (n=232),linear,1.0
SVR,0.5399075521838768,0.030820534840311057,char,"(1, 5)",N/A,N/A,rbf,10.0
SVR,0.5399075521838768,0.030820534840311057,char,"(1, 5)",N/A,Yes (n=232),rbf,10.0
SVR,0.5307100272399001,0.029090226635536755,char,"(1, 5)",clean_and_stem_text,N/A,rbf,10.0
SVR,0.5307100272399001,0.029090226635536755,char,"(1, 5)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,0.5368855814332152,0.030719852361788993,char,"(2, 6)",N/A,N/A,rbf,10.0
SVR,0.5368855814332152,0.030719852361788993,char,"(2, 6)",N/A,Yes (n=232),rbf,10.0
SVR,0.5290652294319915,0.027838528314199116,char,"(2, 6)",clean_and_stem_text,N/A,rbf,10.0
SVR,0.5290652294319915,0.027838528314199116,char,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,0.5260375972832109,0.033051940343294145,char,"(4, 7)",N/A,N/A,rbf,10.0
SVR,0.5260375972832109,0.033051940343294145,char,"(4, 7)",N/A,Yes (n=232),rbf,10.0
SVR,0.5206316802683849,0.029287317433118243,char,"(4, 7)",clean_and_stem_text,N/A,rbf,10.0
SVR,0.5206316802683849,0.029287317433118243,char,"(4, 7)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,0.5205866469161291,0.035378194595505244,char,"(4, 9)",N/A,N/A,rbf,10.0
SVR,0.5205866469161291,0.035378194595505244,char,"(4, 9)",N/A,Yes (n=232),rbf,10.0
SVR,0.5159929528824355,0.031092381395816462,char,"(4, 9)",clean_and_stem_text,N/A,rbf,10.0
SVR,0.5159929528824355,0.031092381395816462,char,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,0.5010466075784937,0.03884861053080924,char,"(5, 12)",N/A,N/A,rbf,10.0
SVR,0.5010466075784937,0.03884861053080924,char,"(5, 12)",N/A,Yes (n=232),rbf,10.0
SVR,0.4993317960519198,0.0332840532720031,char,"(5, 12)",clean_and_stem_text,N/A,rbf,10.0
SVR,0.4993317960519198,0.0332840532720031,char,"(5, 12)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,0.45481932447795315,0.03263079344722699,char,"(1, 5)",N/A,N/A,linear,10.0
SVR,0.45481932447795315,0.03263079344722699,char,"(1, 5)",N/A,Yes (n=232),linear,10.0
SVR,0.4214251223770599,0.03486347823496234,char,"(1, 5)",clean_and_stem_text,N/A,linear,10.0
SVR,0.4214251223770599,0.03486347823496234,char,"(1, 5)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,0.46689591754275933,0.036433768875615016,char,"(2, 6)",N/A,N/A,linear,10.0
SVR,0.46689591754275933,0.036433768875615016,char,"(2, 6)",N/A,Yes (n=232),linear,10.0
SVR,0.42993660660614025,0.03690715283961657,char,"(2, 6)",clean_and_stem_text,N/A,linear,10.0
SVR,0.42993660660614025,0.03690715283961657,char,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,0.4771189564871864,0.04739869098738316,char,"(4, 7)",N/A,N/A,linear,10.0
SVR,0.4771189564871864,0.04739869098738316,char,"(4, 7)",N/A,Yes (n=232),linear,10.0
SVR,0.43960780639593783,0.039574550595848336,char,"(4, 7)",clean_and_stem_text,N/A,linear,10.0
SVR,0.43960780639593783,0.039574550595848336,char,"(4, 7)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,0.4891585483684355,0.05147137308024405,char,"(4, 9)",N/A,N/A,linear,10.0
SVR,0.4891585483684355,0.05147137308024405,char,"(4, 9)",N/A,Yes (n=232),linear,10.0
SVR,0.4591403207723433,0.04061858442319786,char,"(4, 9)",clean_and_stem_text,N/A,linear,10.0
SVR,0.4591403207723433,0.04061858442319786,char,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,0.4957565146555005,0.0529058150523095,char,"(5, 12)",N/A,N/A,linear,10.0
SVR,0.4957565146555005,0.0529058150523095,char,"(5, 12)",N/A,Yes (n=232),linear,10.0
SVR,0.47234615588541784,0.04317923004910143,char,"(5, 12)",clean_and_stem_text,N/A,linear,10.0
SVR,0.47234615588541784,0.04317923004910143,char,"(5, 12)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,0.2551955135311256,0.00598951160765767,char,"(1, 5)",N/A,N/A,rbf,0.1
SVR,0.2551955135311256,0.00598951160765767,char,"(1, 5)",N/A,Yes (n=232),rbf,0.1
SVR,0.26820061214101465,0.005550675217665014,char,"(1, 5)",clean_and_stem_text,N/A,rbf,0.1
SVR,0.26820061214101465,0.005550675217665014,char,"(1, 5)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,0.2167922938998288,0.010910729273820722,char,"(2, 6)",N/A,N/A,rbf,0.1
SVR,0.2167922938998288,0.010910729273820722,char,"(2, 6)",N/A,Yes (n=232),rbf,0.1
SVR,0.23289756359712754,0.010177592712727215,char,"(2, 6)",clean_and_stem_text,N/A,rbf,0.1
SVR,0.23289756359712754,0.010177592712727215,char,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,0.16809569133087207,0.015468704827528164,char,"(4, 7)",N/A,N/A,rbf,0.1
SVR,0.16809569133087207,0.015468704827528164,char,"(4, 7)",N/A,Yes (n=232),rbf,0.1
SVR,0.18284827208711138,0.015573798836150048,char,"(4, 7)",clean_and_stem_text,N/A,rbf,0.1
SVR,0.18284827208711138,0.015573798836150048,char,"(4, 7)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,0.1407948598696098,0.017666970064607834,char,"(4, 9)",N/A,N/A,rbf,0.1
SVR,0.1407948598696098,0.017666970064607834,char,"(4, 9)",N/A,Yes (n=232),rbf,0.1
SVR,0.15342079361700728,0.018143540193026535,char,"(4, 9)",clean_and_stem_text,N/A,rbf,0.1
SVR,0.15342079361700728,0.018143540193026535,char,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,0.09868315228738038,0.019768034649350494,char,"(5, 12)",N/A,N/A,rbf,0.1
SVR,0.09868315228738038,0.019768034649350494,char,"(5, 12)",N/A,Yes (n=232),rbf,0.1
SVR,0.11070944610899507,0.020601541531214587,char,"(5, 12)",clean_and_stem_text,N/A,rbf,0.1
SVR,0.11070944610899507,0.020601541531214587,char,"(5, 12)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,0.41533803902099004,0.01583725068918188,char,"(1, 5)",N/A,N/A,linear,0.1
SVR,0.41533803902099004,0.01583725068918188,char,"(1, 5)",N/A,Yes (n=232),linear,0.1
SVR,0.4186323780546277,0.014325556473295632,char,"(1, 5)",clean_and_stem_text,N/A,linear,0.1
SVR,0.4186323780546277,0.014325556473295632,char,"(1, 5)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,0.40667672889066236,0.013430333590161703,char,"(2, 6)",N/A,N/A,linear,0.1
SVR,0.40667672889066236,0.013430333590161703,char,"(2, 6)",N/A,Yes (n=232),linear,0.1
SVR,0.41388767875787436,0.013612077349215755,char,"(2, 6)",clean_and_stem_text,N/A,linear,0.1
SVR,0.41388767875787436,0.013612077349215755,char,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,0.3662022089987418,0.008402863330750831,char,"(4, 7)",N/A,N/A,linear,0.1
SVR,0.3662022089987418,0.008402863330750831,char,"(4, 7)",N/A,Yes (n=232),linear,0.1
SVR,0.3768926127385216,0.008944952369510446,char,"(4, 7)",clean_and_stem_text,N/A,linear,0.1
SVR,0.3768926127385216,0.008944952369510446,char,"(4, 7)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,0.3343538123235745,0.005612562043789867,char,"(4, 9)",N/A,N/A,linear,0.1
SVR,0.3343538123235745,0.005612562043789867,char,"(4, 9)",N/A,Yes (n=232),linear,0.1
SVR,0.34662343947676316,0.006569067197580446,char,"(4, 9)",clean_and_stem_text,N/A,linear,0.1
SVR,0.34662343947676316,0.006569067197580446,char,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,0.27008342528526946,0.007288466376568527,char,"(5, 12)",N/A,N/A,linear,0.1
SVR,0.27008342528526946,0.007288466376568527,char,"(5, 12)",N/A,Yes (n=232),linear,0.1
SVR,0.28619808031408234,0.007823064272961913,char,"(5, 12)",clean_and_stem_text,N/A,linear,0.1
SVR,0.28619808031408234,0.007823064272961913,char,"(5, 12)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-0.016524048162056815,0.01741173977497574,char,"(1, 5)",N/A,N/A,rbf,0.001
SVR,-0.016524048162056815,0.01741173977497574,char,"(1, 5)",N/A,Yes (n=232),rbf,0.001
SVR,-0.01633084802845086,0.017402166541022387,char,"(1, 5)",clean_and_stem_text,N/A,rbf,0.001
SVR,-0.01633084802845086,0.017402166541022387,char,"(1, 5)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-0.017256548888408264,0.01738258697677843,char,"(2, 6)",N/A,N/A,rbf,0.001
SVR,-0.017256548888408264,0.01738258697677843,char,"(2, 6)",N/A,Yes (n=232),rbf,0.001
SVR,-0.017059189144895258,0.017372648476268942,char,"(2, 6)",clean_and_stem_text,N/A,rbf,0.001
SVR,-0.017059189144895258,0.017372648476268942,char,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-0.01804288946724304,0.017359874096616348,char,"(4, 7)",N/A,N/A,rbf,0.001
SVR,-0.01804288946724304,0.017359874096616348,char,"(4, 7)",N/A,Yes (n=232),rbf,0.001
SVR,-0.017852646408498752,0.017348341223599597,char,"(4, 7)",clean_and_stem_text,N/A,rbf,0.001
SVR,-0.017852646408498752,0.017348341223599597,char,"(4, 7)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-0.018444656867900554,0.017348292453402785,char,"(4, 9)",N/A,N/A,rbf,0.001
SVR,-0.018444656867900554,0.017348292453402785,char,"(4, 9)",N/A,Yes (n=232),rbf,0.001
SVR,-0.018275734302773693,0.017345983669419737,char,"(4, 9)",clean_and_stem_text,N/A,rbf,0.001
SVR,-0.018275734302773693,0.017345983669419737,char,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-0.019007628390322218,0.017334298172952824,char,"(5, 12)",N/A,N/A,rbf,0.001
SVR,-0.019007628390322218,0.017334298172952824,char,"(5, 12)",N/A,Yes (n=232),rbf,0.001
SVR,-0.01884714818610238,0.017342471932814168,char,"(5, 12)",clean_and_stem_text,N/A,rbf,0.001
SVR,-0.01884714818610238,0.017342471932814168,char,"(5, 12)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-0.010430771820949402,0.017566516953891453,char,"(1, 5)",N/A,N/A,linear,0.001
SVR,-0.010430771820949402,0.017566516953891453,char,"(1, 5)",N/A,Yes (n=232),linear,0.001
SVR,-0.01016024302652827,0.01749670386159646,char,"(1, 5)",clean_and_stem_text,N/A,linear,0.001
SVR,-0.01016024302652827,0.01749670386159646,char,"(1, 5)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-0.011259781356778187,0.017560320364214944,char,"(2, 6)",N/A,N/A,linear,0.001
SVR,-0.011259781356778187,0.017560320364214944,char,"(2, 6)",N/A,Yes (n=232),linear,0.001
SVR,-0.010902542831751183,0.017510042608599317,char,"(2, 6)",clean_and_stem_text,N/A,linear,0.001
SVR,-0.010902542831751183,0.017510042608599317,char,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-0.0132069622015621,0.017469650300401506,char,"(4, 7)",N/A,N/A,linear,0.001
SVR,-0.0132069622015621,0.017469650300401506,char,"(4, 7)",N/A,Yes (n=232),linear,0.001
SVR,-0.012867382853532106,0.017426165763025685,char,"(4, 7)",clean_and_stem_text,N/A,linear,0.001
SVR,-0.012867382853532106,0.017426165763025685,char,"(4, 7)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-0.014375893626642888,0.017446440821880457,char,"(4, 9)",N/A,N/A,linear,0.001
SVR,-0.014375893626642888,0.017446440821880457,char,"(4, 9)",N/A,Yes (n=232),linear,0.001
SVR,-0.014102092234462016,0.01741592935838568,char,"(4, 9)",clean_and_stem_text,N/A,linear,0.001
SVR,-0.014102092234462016,0.01741592935838568,char,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-0.016087541755381428,0.017411259962758253,char,"(5, 12)",N/A,N/A,linear,0.001
SVR,-0.016087541755381428,0.017411259962758253,char,"(5, 12)",N/A,Yes (n=232),linear,0.001
SVR,-0.015802397456145846,0.01739242409167537,char,"(5, 12)",clean_and_stem_text,N/A,linear,0.001
SVR,-0.015802397456145846,0.01739242409167537,char,"(5, 12)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,0.51498351351966,0.026707084623939826,char_wb,"(2, 6)",N/A,N/A,rbf,1.0
SVR,0.51498351351966,0.026707084623939826,char_wb,"(2, 6)",N/A,Yes (n=232),rbf,1.0
SVR,0.5091912256646607,0.026130627883969967,char_wb,"(2, 6)",clean_and_stem_text,N/A,rbf,1.0
SVR,0.5091912256646607,0.026130627883969967,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,1.0
SVR,0.49183834597708137,0.026886537289917384,char_wb,"(4, 9)",N/A,N/A,rbf,1.0
SVR,0.49183834597708137,0.026886537289917384,char_wb,"(4, 9)",N/A,Yes (n=232),rbf,1.0
SVR,0.4944618301806994,0.027111364997515233,char_wb,"(4, 9)",clean_and_stem_text,N/A,rbf,1.0
SVR,0.4944618301806994,0.027111364997515233,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,1.0
SVR,0.5243586544082635,0.03154500466757334,char_wb,"(2, 6)",N/A,N/A,linear,1.0
SVR,0.5243586544082635,0.03154500466757334,char_wb,"(2, 6)",N/A,Yes (n=232),linear,1.0
SVR,0.509240516373298,0.03259207919065729,char_wb,"(2, 6)",clean_and_stem_text,N/A,linear,1.0
SVR,0.509240516373298,0.03259207919065729,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,1.0
SVR,0.5057829679305501,0.030946462596158707,char_wb,"(4, 9)",N/A,N/A,linear,1.0
SVR,0.5057829679305501,0.030946462596158707,char_wb,"(4, 9)",N/A,Yes (n=232),linear,1.0
SVR,0.49937055545614834,0.03176231718554249,char_wb,"(4, 9)",clean_and_stem_text,N/A,linear,1.0
SVR,0.49937055545614834,0.03176231718554249,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,1.0
SVR,0.5361628456673717,0.03429727378744324,char_wb,"(2, 6)",N/A,N/A,rbf,10.0
SVR,0.5361628456673717,0.03429727378744324,char_wb,"(2, 6)",N/A,Yes (n=232),rbf,10.0
SVR,0.5198857980006409,0.035367441322803166,char_wb,"(2, 6)",clean_and_stem_text,N/A,rbf,10.0
SVR,0.5198857980006409,0.035367441322803166,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,0.5156854488687704,0.03687514823558483,char_wb,"(4, 9)",N/A,N/A,rbf,10.0
SVR,0.5156854488687704,0.03687514823558483,char_wb,"(4, 9)",N/A,Yes (n=232),rbf,10.0
SVR,0.5044423564933684,0.03804972254285266,char_wb,"(4, 9)",clean_and_stem_text,N/A,rbf,10.0
SVR,0.5044423564933684,0.03804972254285266,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,0.4072948509707711,0.02561381436856173,char_wb,"(2, 6)",N/A,N/A,linear,10.0
SVR,0.4072948509707711,0.02561381436856173,char_wb,"(2, 6)",N/A,Yes (n=232),linear,10.0
SVR,0.3806502374097002,0.05195093634654782,char_wb,"(2, 6)",clean_and_stem_text,N/A,linear,10.0
SVR,0.3806502374097002,0.05195093634654782,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,0.3824362525122287,0.030649944091090304,char_wb,"(4, 9)",N/A,N/A,linear,10.0
SVR,0.3824362525122287,0.030649944091090304,char_wb,"(4, 9)",N/A,Yes (n=232),linear,10.0
SVR,0.3531181794305719,0.056848790950652144,char_wb,"(4, 9)",clean_and_stem_text,N/A,linear,10.0
SVR,0.3531181794305719,0.056848790950652144,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,0.27238724652783575,0.0036857080214916234,char_wb,"(2, 6)",N/A,N/A,rbf,0.1
SVR,0.27238724652783575,0.0036857080214916234,char_wb,"(2, 6)",N/A,Yes (n=232),rbf,0.1
SVR,0.3094063072632042,0.0023285313818591437,char_wb,"(2, 6)",clean_and_stem_text,N/A,rbf,0.1
SVR,0.3094063072632042,0.0023285313818591437,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,0.230242443159774,0.007880113285487725,char_wb,"(4, 9)",N/A,N/A,rbf,0.1
SVR,0.230242443159774,0.007880113285487725,char_wb,"(4, 9)",N/A,Yes (n=232),rbf,0.1
SVR,0.28482932987213533,0.0024191907949599003,char_wb,"(4, 9)",clean_and_stem_text,N/A,rbf,0.1
SVR,0.28482932987213533,0.0024191907949599003,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,0.42896995740088056,0.017277003387012796,char_wb,"(2, 6)",N/A,N/A,linear,0.1
SVR,0.42896995740088056,0.017277003387012796,char_wb,"(2, 6)",N/A,Yes (n=232),linear,0.1
SVR,0.4270312625189757,0.01673935312027818,char_wb,"(2, 6)",clean_and_stem_text,N/A,linear,0.1
SVR,0.4270312625189757,0.01673935312027818,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,0.3954602565205291,0.014546701463935224,char_wb,"(4, 9)",N/A,N/A,linear,0.1
SVR,0.3954602565205291,0.014546701463935224,char_wb,"(4, 9)",N/A,Yes (n=232),linear,0.1
SVR,0.41004325331970914,0.015905575990018742,char_wb,"(4, 9)",clean_and_stem_text,N/A,linear,0.1
SVR,0.41004325331970914,0.015905575990018742,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-0.01596342500451824,0.01746230795887831,char_wb,"(2, 6)",N/A,N/A,rbf,0.001
SVR,-0.01596342500451824,0.01746230795887831,char_wb,"(2, 6)",N/A,Yes (n=232),rbf,0.001
SVR,-0.014863410257207832,0.017440855951731164,char_wb,"(2, 6)",clean_and_stem_text,N/A,rbf,0.001
SVR,-0.014863410257207832,0.017440855951731164,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-0.016685206283826682,0.017403382069861983,char_wb,"(4, 9)",N/A,N/A,rbf,0.001
SVR,-0.016685206283826682,0.017403382069861983,char_wb,"(4, 9)",N/A,Yes (n=232),rbf,0.001
SVR,-0.015248693379060475,0.01740650884648398,char_wb,"(4, 9)",clean_and_stem_text,N/A,rbf,0.001
SVR,-0.015248693379060475,0.01740650884648398,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-0.008358703319860305,0.017795410135574747,char_wb,"(2, 6)",N/A,N/A,linear,0.001
SVR,-0.008358703319860305,0.017795410135574747,char_wb,"(2, 6)",N/A,Yes (n=232),linear,0.001
SVR,-0.006393019762463159,0.0176726314962821,char_wb,"(2, 6)",clean_and_stem_text,N/A,linear,0.001
SVR,-0.006393019762463159,0.0176726314962821,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-0.009940687154956773,0.017563881570939893,char_wb,"(4, 9)",N/A,N/A,linear,0.001
SVR,-0.009940687154956773,0.017563881570939893,char_wb,"(4, 9)",N/A,Yes (n=232),linear,0.001
SVR,-0.007162500007595507,0.017648683611687036,char_wb,"(4, 9)",clean_and_stem_text,N/A,linear,0.001
SVR,-0.007162500007595507,0.017648683611687036,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,0.001
