estimator,neg_mean_absolute_error_performance_mean,neg_mean_absolute_error_performance_std,vect__analyzer,vect__ngram_range,vect__preprocessor,vect__stop_words,svr__kernel,svr__C
SVR,-1.100735218122883,0.050444448270545755,char,"(1, 5)",N/A,Yes (n=232),rbf,10.0
SVR,-1.1036200259043607,0.04620765133249716,char,"(1, 5)",clean_and_stem_text,N/A,rbf,10.0
SVR,-1.1036200259043607,0.04620765133249716,char,"(1, 5)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,-1.098510645865964,0.04938595188981413,char,"(2, 6)",N/A,N/A,rbf,10.0
SVR,-1.098510645865964,0.04938595188981413,char,"(2, 6)",N/A,Yes (n=232),rbf,10.0
SVR,-1.1025948910025163,0.04332647736371983,char,"(2, 6)",clean_and_stem_text,N/A,rbf,10.0
SVR,-1.1025948910025163,0.04332647736371983,char,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,-1.106282915743733,0.04840696245357806,char,"(4, 7)",N/A,N/A,rbf,10.0
SVR,-1.106282915743733,0.04840696245357806,char,"(4, 7)",N/A,Yes (n=232),rbf,10.0
SVR,-1.1107296662638635,0.038862744507570546,char,"(4, 7)",clean_and_stem_text,N/A,rbf,10.0
SVR,-1.1107296662638635,0.038862744507570546,char,"(4, 7)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,-1.1075138312590842,0.046234693836499495,char,"(4, 9)",N/A,N/A,rbf,10.0
SVR,-1.1075138312590842,0.046234693836499495,char,"(4, 9)",N/A,Yes (n=232),rbf,10.0
SVR,-1.1143476297265953,0.036401023710276724,char,"(4, 9)",clean_and_stem_text,N/A,rbf,10.0
SVR,-1.1143476297265953,0.036401023710276724,char,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,-1.1286367652138234,0.0443688096190833,char,"(5, 12)",N/A,N/A,rbf,10.0
SVR,-1.1286367652138234,0.0443688096190833,char,"(5, 12)",N/A,Yes (n=232),rbf,10.0
SVR,-1.1342482211114164,0.03574258122493939,char,"(5, 12)",clean_and_stem_text,N/A,rbf,10.0
SVR,-1.1342482211114164,0.03574258122493939,char,"(5, 12)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,-1.204094461132758,0.06167021163885838,char,"(1, 5)",N/A,N/A,linear,10.0
SVR,-1.204094461132758,0.06167021163885838,char,"(1, 5)",N/A,Yes (n=232),linear,10.0
SVR,-1.2312686109028765,0.0588712173166416,char,"(1, 5)",clean_and_stem_text,N/A,linear,10.0
SVR,-1.2312686109028765,0.0588712173166416,char,"(1, 5)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,-1.192797562931816,0.059134316501021,char,"(2, 6)",N/A,N/A,linear,10.0
SVR,-1.192797562931816,0.059134316501021,char,"(2, 6)",N/A,Yes (n=232),linear,10.0
SVR,-1.2236612991974052,0.057192330999889796,char,"(2, 6)",clean_and_stem_text,N/A,linear,10.0
SVR,-1.2236612991974052,0.057192330999889796,char,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,-1.1815098061179892,0.05606901784254222,char,"(4, 7)",N/A,N/A,linear,10.0
SVR,-1.1815098061179892,0.05606901784254222,char,"(4, 7)",N/A,Yes (n=232),linear,10.0
SVR,-1.2115564965838228,0.04895199992699345,char,"(4, 7)",clean_and_stem_text,N/A,linear,10.0
SVR,-1.2115564965838228,0.04895199992699345,char,"(4, 7)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,-1.1534230289458005,0.050979272736123814,char,"(4, 9)",N/A,N/A,linear,10.0
SVR,-1.1534230289458005,0.050979272736123814,char,"(4, 9)",N/A,Yes (n=232),linear,10.0
SVR,-1.184136293013465,0.04632453859901932,char,"(4, 9)",clean_and_stem_text,N/A,linear,10.0
SVR,-1.184136293013465,0.04632453859901932,char,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,-1.1350975660933886,0.04659461842541043,char,"(5, 12)",N/A,N/A,linear,10.0
SVR,-1.1350975660933886,0.04659461842541043,char,"(5, 12)",N/A,Yes (n=232),linear,10.0
SVR,-1.153836046824624,0.039174596927297155,char,"(5, 12)",clean_and_stem_text,N/A,linear,10.0
SVR,-1.153836046824624,0.039174596927297155,char,"(5, 12)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,-1.487026885159582,0.0510012602670296,char,"(1, 5)",N/A,N/A,rbf,0.1
SVR,-1.487026885159582,0.0510012602670296,char,"(1, 5)",N/A,Yes (n=232),rbf,0.1
SVR,-1.4766565848587427,0.05012046932728292,char,"(1, 5)",clean_and_stem_text,N/A,rbf,0.1
SVR,-1.4766565848587427,0.05012046932728292,char,"(1, 5)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,-1.5235450879234804,0.053226623196654964,char,"(2, 6)",N/A,N/A,rbf,0.1
SVR,-1.5235450879234804,0.053226623196654964,char,"(2, 6)",N/A,Yes (n=232),rbf,0.1
SVR,-1.513695273027937,0.053019135456887696,char,"(2, 6)",clean_and_stem_text,N/A,rbf,0.1
SVR,-1.513695273027937,0.053019135456887696,char,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,-1.568540695402596,0.05585128304244962,char,"(4, 7)",N/A,N/A,rbf,0.1
SVR,-1.568540695402596,0.05585128304244962,char,"(4, 7)",N/A,Yes (n=232),rbf,0.1
SVR,-1.5609221120922419,0.057144446369333926,char,"(4, 7)",clean_and_stem_text,N/A,rbf,0.1
SVR,-1.5609221120922419,0.057144446369333926,char,"(4, 7)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,-1.5931724128157427,0.05900071961913165,char,"(4, 9)",N/A,N/A,rbf,0.1
SVR,-1.5931724128157427,0.05900071961913165,char,"(4, 9)",N/A,Yes (n=232),rbf,0.1
SVR,-1.5872575043177064,0.05919316492255164,char,"(4, 9)",clean_and_stem_text,N/A,rbf,0.1
SVR,-1.5872575043177064,0.05919316492255164,char,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,-1.6316586440940326,0.06234505840068359,char,"(5, 12)",N/A,N/A,rbf,0.1
SVR,-1.6316586440940326,0.06234505840068359,char,"(5, 12)",N/A,Yes (n=232),rbf,0.1
SVR,-1.6255454693792033,0.062253135739209424,char,"(5, 12)",clean_and_stem_text,N/A,rbf,0.1
SVR,-1.6255454693792033,0.062253135739209424,char,"(5, 12)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,-1.2848260574051107,0.04238175694603392,char,"(1, 5)",N/A,N/A,linear,0.1
SVR,-1.2848260574051107,0.04238175694603392,char,"(1, 5)",N/A,Yes (n=232),linear,0.1
SVR,-1.281422839450984,0.041873064102923276,char,"(1, 5)",clean_and_stem_text,N/A,linear,0.1
SVR,-1.281422839450984,0.041873064102923276,char,"(1, 5)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-1.2972651358847416,0.045652637115571736,char,"(2, 6)",N/A,N/A,linear,0.1
SVR,-1.2972651358847416,0.045652637115571736,char,"(2, 6)",N/A,Yes (n=232),linear,0.1
SVR,-1.2878420014620076,0.04449536488819165,char,"(2, 6)",clean_and_stem_text,N/A,linear,0.1
SVR,-1.2878420014620076,0.04449536488819165,char,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-1.3507698591097126,0.04857267283603448,char,"(4, 7)",N/A,N/A,linear,0.1
SVR,-1.3507698591097126,0.04857267283603448,char,"(4, 7)",N/A,Yes (n=232),linear,0.1
SVR,-1.3363366560315773,0.048471973461543284,char,"(4, 7)",clean_and_stem_text,N/A,linear,0.1
SVR,-1.3363366560315773,0.048471973461543284,char,"(4, 7)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-1.3901460816474291,0.05053219105154386,char,"(4, 9)",N/A,N/A,linear,0.1
SVR,-1.3901460816474291,0.05053219105154386,char,"(4, 9)",N/A,Yes (n=232),linear,0.1
SVR,-1.3767070077933208,0.05072424095122377,char,"(4, 9)",clean_and_stem_text,N/A,linear,0.1
SVR,-1.3767070077933208,0.05072424095122377,char,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-1.4622098328996642,0.05521484355283264,char,"(5, 12)",N/A,N/A,linear,0.1
SVR,-1.4622098328996642,0.05521484355283264,char,"(5, 12)",N/A,Yes (n=232),linear,0.1
SVR,-1.4480337588247623,0.0558652540080395,char,"(5, 12)",clean_and_stem_text,N/A,linear,0.1
SVR,-1.4480337588247623,0.0558652540080395,char,"(5, 12)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-1.7618812152332517,0.06303065937919194,char,"(1, 5)",N/A,N/A,rbf,0.001
SVR,-1.7618812152332517,0.06303065937919194,char,"(1, 5)",N/A,Yes (n=232),rbf,0.001
SVR,-1.761884613294739,0.06300028855550727,char,"(1, 5)",clean_and_stem_text,N/A,rbf,0.001
SVR,-1.761884613294739,0.06300028855550727,char,"(1, 5)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-1.7625978717218065,0.06305171694252584,char,"(2, 6)",N/A,N/A,rbf,0.001
SVR,-1.7625978717218065,0.06305171694252584,char,"(2, 6)",N/A,Yes (n=232),rbf,0.001
SVR,-1.762592566435551,0.06303768221634103,char,"(2, 6)",clean_and_stem_text,N/A,rbf,0.001
SVR,-1.762592566435551,0.06303768221634103,char,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-1.763393601810844,0.06307073006903276,char,"(4, 7)",N/A,N/A,rbf,0.001
SVR,-1.763393601810844,0.06307073006903276,char,"(4, 7)",N/A,Yes (n=232),rbf,0.001
SVR,-1.7633650759992932,0.06307040777643083,char,"(4, 7)",clean_and_stem_text,N/A,rbf,0.001
SVR,-1.7633650759992932,0.06307040777643083,char,"(4, 7)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-1.7637997854837728,0.0630834854118523,char,"(4, 9)",N/A,N/A,rbf,0.001
SVR,-1.7637997854837728,0.0630834854118523,char,"(4, 9)",N/A,Yes (n=232),rbf,0.001
SVR,-1.7637689005353416,0.06308584268312961,char,"(4, 9)",clean_and_stem_text,N/A,rbf,0.001
SVR,-1.7637689005353416,0.06308584268312961,char,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-1.7643657963222903,0.0630925727897839,char,"(5, 12)",N/A,N/A,rbf,0.001
SVR,-1.7643657963222903,0.0630925727897839,char,"(5, 12)",N/A,Yes (n=232),rbf,0.001
SVR,-1.7643189976072366,0.0630932079901989,char,"(5, 12)",clean_and_stem_text,N/A,rbf,0.001
SVR,-1.7643189976072366,0.0630932079901989,char,"(5, 12)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-1.755803383819155,0.06290929406030482,char,"(1, 5)",N/A,N/A,linear,0.001
SVR,-1.755803383819155,0.06290929406030482,char,"(1, 5)",N/A,Yes (n=232),linear,0.001
SVR,-1.7559381368108078,0.06286881309660051,char,"(1, 5)",clean_and_stem_text,N/A,linear,0.001
SVR,-1.7559381368108078,0.06286881309660051,char,"(1, 5)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-1.7564910315916822,0.06296081419177925,char,"(2, 6)",N/A,N/A,linear,0.001
SVR,-1.7564910315916822,0.06296081419177925,char,"(2, 6)",N/A,Yes (n=232),linear,0.001
SVR,-1.7565582652487421,0.06292474279165101,char,"(2, 6)",clean_and_stem_text,N/A,linear,0.001
SVR,-1.7565582652487421,0.06292474279165101,char,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-1.7584313491220729,0.06301025331265613,char,"(4, 7)",N/A,N/A,linear,0.001
SVR,-1.7584313491220729,0.06301025331265613,char,"(4, 7)",N/A,Yes (n=232),linear,0.001
SVR,-1.7584595606964757,0.06301290935562351,char,"(4, 7)",clean_and_stem_text,N/A,linear,0.001
SVR,-1.7584595606964757,0.06301290935562351,char,"(4, 7)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-1.7595938972512133,0.06304520878442026,char,"(4, 9)",N/A,N/A,linear,0.001
SVR,-1.7595938972512133,0.06304520878442026,char,"(4, 9)",N/A,Yes (n=232),linear,0.001
SVR,-1.7596181392560624,0.06305002745534996,char,"(4, 9)",clean_and_stem_text,N/A,linear,0.001
SVR,-1.7596181392560624,0.06305002745534996,char,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-1.7612926338767807,0.06307873948835918,char,"(5, 12)",N/A,N/A,linear,0.001
SVR,-1.7612926338767807,0.06307873948835918,char,"(5, 12)",N/A,Yes (n=232),linear,0.001
SVR,-1.7612670037423794,0.06308498489457293,char,"(5, 12)",clean_and_stem_text,N/A,linear,0.001
SVR,-1.7612670037423794,0.06308498489457293,char,"(5, 12)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-1.1334591516646644,0.04015036871144625,char_wb,"(2, 6)",N/A,N/A,rbf,1.0
SVR,-1.1334591516646644,0.04015036871144625,char_wb,"(2, 6)",N/A,Yes (n=232),rbf,1.0
SVR,-1.1372744276579565,0.04115902124244669,char_wb,"(2, 6)",clean_and_stem_text,N/A,rbf,1.0
SVR,-1.1372744276579565,0.04115902124244669,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,1.0
SVR,-1.1656387127462189,0.04267908020632228,char_wb,"(4, 9)",N/A,N/A,rbf,1.0
SVR,-1.1656387127462189,0.04267908020632228,char_wb,"(4, 9)",N/A,Yes (n=232),rbf,1.0
SVR,-1.1577839112264994,0.041323491096016865,char_wb,"(4, 9)",clean_and_stem_text,N/A,rbf,1.0
SVR,-1.1577839112264994,0.041323491096016865,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,1.0
SVR,-1.128048564047024,0.042111098180890365,char_wb,"(2, 6)",N/A,N/A,linear,1.0
SVR,-1.128048564047024,0.042111098180890365,char_wb,"(2, 6)",N/A,Yes (n=232),linear,1.0
SVR,-1.1428503825305598,0.048254989862,char_wb,"(2, 6)",clean_and_stem_text,N/A,linear,1.0
SVR,-1.1428503825305598,0.048254989862,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,1.0
SVR,-1.150736623419673,0.04179168795712901,char_wb,"(4, 9)",N/A,N/A,linear,1.0
SVR,-1.150736623419673,0.04179168795712901,char_wb,"(4, 9)",N/A,Yes (n=232),linear,1.0
SVR,-1.156060884710201,0.04457872922936829,char_wb,"(4, 9)",clean_and_stem_text,N/A,linear,1.0
SVR,-1.156060884710201,0.04457872922936829,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,1.0
SVR,-1.1155808133087237,0.04044523881345167,char_wb,"(2, 6)",N/A,N/A,rbf,10.0
SVR,-1.1155808133087237,0.04044523881345167,char_wb,"(2, 6)",N/A,Yes (n=232),rbf,10.0
SVR,-1.126935244862677,0.048962730329589844,char_wb,"(2, 6)",clean_and_stem_text,N/A,rbf,10.0
SVR,-1.126935244862677,0.048962730329589844,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,-1.1367239114586194,0.04312060620022842,char_wb,"(4, 9)",N/A,N/A,rbf,10.0
SVR,-1.1367239114586194,0.04312060620022842,char_wb,"(4, 9)",N/A,Yes (n=232),rbf,10.0
SVR,-1.1449326779091766,0.048724507156769334,char_wb,"(4, 9)",clean_and_stem_text,N/A,rbf,10.0
SVR,-1.1449326779091766,0.048724507156769334,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,10.0
SVR,-1.2526085441021537,0.041380546580255695,char_wb,"(2, 6)",N/A,N/A,linear,10.0
SVR,-1.2526085441021537,0.041380546580255695,char_wb,"(2, 6)",N/A,Yes (n=232),linear,10.0
SVR,-1.2691388366668277,0.051377476991816586,char_wb,"(2, 6)",clean_and_stem_text,N/A,linear,10.0
SVR,-1.2691388366668277,0.051377476991816586,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,-1.2853456033044959,0.042943740288707316,char_wb,"(4, 9)",N/A,N/A,linear,10.0
SVR,-1.2853456033044959,0.042943740288707316,char_wb,"(4, 9)",N/A,Yes (n=232),linear,10.0
SVR,-1.2921818780126362,0.05511394354974308,char_wb,"(4, 9)",clean_and_stem_text,N/A,linear,10.0
SVR,-1.2921818780126362,0.05511394354974308,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,10.0
SVR,-1.469482047700641,0.05004106417143062,char_wb,"(2, 6)",N/A,N/A,rbf,0.1
SVR,-1.469482047700641,0.05004106417143062,char_wb,"(2, 6)",N/A,Yes (n=232),rbf,0.1
SVR,-1.4210621807247246,0.04568292506476553,char_wb,"(2, 6)",clean_and_stem_text,N/A,rbf,0.1
SVR,-1.4210621807247246,0.04568292506476553,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,-1.5121759027312767,0.05223331244131765,char_wb,"(4, 9)",N/A,N/A,rbf,0.1
SVR,-1.5121759027312767,0.05223331244131765,char_wb,"(4, 9)",N/A,Yes (n=232),rbf,0.1
SVR,-1.4476094669602022,0.04749878495635916,char_wb,"(4, 9)",clean_and_stem_text,N/A,rbf,0.1
SVR,-1.4476094669602022,0.04749878495635916,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,0.1
SVR,-1.267502353669426,0.04399265768747784,char_wb,"(2, 6)",N/A,N/A,linear,0.1
SVR,-1.267502353669426,0.04399265768747784,char_wb,"(2, 6)",N/A,Yes (n=232),linear,0.1
SVR,-1.2676524279591832,0.04241873766177663,char_wb,"(2, 6)",clean_and_stem_text,N/A,linear,0.1
SVR,-1.2676524279591832,0.04241873766177663,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-1.3126408187147711,0.045710344259880305,char_wb,"(4, 9)",N/A,N/A,linear,0.1
SVR,-1.3126408187147711,0.045710344259880305,char_wb,"(4, 9)",N/A,Yes (n=232),linear,0.1
SVR,-1.289642497589204,0.04196227972601614,char_wb,"(4, 9)",clean_and_stem_text,N/A,linear,0.1
SVR,-1.289642497589204,0.04196227972601614,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,0.1
SVR,-1.761254927728612,0.06303411453480887,char_wb,"(2, 6)",N/A,N/A,rbf,0.001
SVR,-1.761254927728612,0.06303411453480887,char_wb,"(2, 6)",N/A,Yes (n=232),rbf,0.001
SVR,-1.7603309157027927,0.06297628193723584,char_wb,"(2, 6)",clean_and_stem_text,N/A,rbf,0.001
SVR,-1.7603309157027927,0.06297628193723584,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-1.7619491368548004,0.06308113374573461,char_wb,"(4, 9)",N/A,N/A,rbf,0.001
SVR,-1.7619491368548004,0.06308113374573461,char_wb,"(4, 9)",N/A,Yes (n=232),rbf,0.001
SVR,-1.7606866104077437,0.0630335608233423,char_wb,"(4, 9)",clean_and_stem_text,N/A,rbf,0.001
SVR,-1.7606866104077437,0.0630335608233423,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),rbf,0.001
SVR,-1.7534723261561695,0.06293961321772434,char_wb,"(2, 6)",N/A,N/A,linear,0.001
SVR,-1.7534723261561695,0.06293961321772434,char_wb,"(2, 6)",N/A,Yes (n=232),linear,0.001
SVR,-1.7518576030424349,0.06280174806861645,char_wb,"(2, 6)",clean_and_stem_text,N/A,linear,0.001
SVR,-1.7518576030424349,0.06280174806861645,char_wb,"(2, 6)",clean_and_stem_text,Yes (n=232),linear,0.001
SVR,-1.7549267942142888,0.06300896371676387,char_wb,"(4, 9)",N/A,N/A,linear,0.001
SVR,-1.7549267942142888,0.06300896371676387,char_wb,"(4, 9)",N/A,Yes (n=232),linear,0.001
SVR,-1.7524385793752633,0.06293411176423826,char_wb,"(4, 9)",clean_and_stem_text,N/A,linear,0.001
SVR,-1.7524385793752633,0.06293411176423826,char_wb,"(4, 9)",clean_and_stem_text,Yes (n=232),linear,0.001
