estimator,r2_performance_mean,r2_performance_std,vect__analyzer,vect__ngram_range,vect__preprocessor,sgd__loss,sgd__penalty,sgd__alpha
SGDRegression,-0.4802018660391056,0.020856133808148596,char_wb,"(1, 9)",N/A,huber,l1,1e-05
SGDRegression,-0.3410614988443748,0.01486362540431099,char_wb,"(1, 9)",clean_and_stem_text,huber,l1,1e-05
SGDRegression,-1.774271335726014,0.03018329928784006,char_wb,"(2, 6)",N/A,huber,l1,1e-05
SGDRegression,-1.4237200766778237,0.02954081872930976,char_wb,"(2, 6)",clean_and_stem_text,huber,l1,1e-05
SGDRegression,-2.901969378860046,0.043220380602258794,char_wb,"(3, 7)",N/A,huber,l1,1e-05
SGDRegression,-2.5445435559177887,0.03804800470737941,char_wb,"(3, 7)",clean_and_stem_text,huber,l1,1e-05
SGDRegression,-4.466535617625672,0.05309973516043768,char_wb,"(4, 9)",N/A,huber,l1,1e-05
SGDRegression,-3.71121230800468,0.04671829308898173,char_wb,"(4, 9)",clean_and_stem_text,huber,l1,1e-05
SGDRegression,-0.24672275522967407,0.010563885154409055,char,"(1, 3)",N/A,huber,l2,1e-05
SGDRegression,-0.20392954346972064,0.007996599078518449,char,"(1, 3)",clean_and_stem_text,huber,l2,1e-05
SGDRegression,-0.6803918015075856,0.02239584455301406,char,"(1, 5)",N/A,huber,l2,1e-05
SGDRegression,-0.6174623035855955,0.020518557102064638,char,"(1, 5)",clean_and_stem_text,huber,l2,1e-05
SGDRegression,-2.0414581912521257,0.03987054696191429,char,"(1, 9)",N/A,huber,l2,1e-05
SGDRegression,-2.008700893013665,0.03800369709697684,char,"(1, 9)",clean_and_stem_text,huber,l2,1e-05
SGDRegression,-2.505884832235526,0.04136442838095893,char,"(2, 6)",N/A,huber,l2,1e-05
SGDRegression,-2.3943095372631538,0.03800319121056219,char,"(2, 6)",clean_and_stem_text,huber,l2,1e-05
SGDRegression,-4.464025322871192,0.054425220199357686,char,"(3, 7)",N/A,huber,l2,1e-05
SGDRegression,-4.310691788909027,0.05533317980154568,char,"(3, 7)",clean_and_stem_text,huber,l2,1e-05
SGDRegression,-5.210469474360524,0.06182932322716637,char,"(4, 9)",N/A,huber,l2,1e-05
SGDRegression,-5.194569251091548,0.06177121904152921,char,"(4, 9)",clean_and_stem_text,huber,l2,1e-05
SGDRegression,-0.12333185693657982,0.0065748419730894915,char_wb,"(1, 3)",N/A,huber,l2,1e-05
SGDRegression,-0.08231840356036049,0.004923615950884594,char_wb,"(1, 3)",clean_and_stem_text,huber,l2,1e-05
SGDRegression,-0.2752193374931437,0.013143834216885175,char_wb,"(1, 5)",N/A,huber,l2,1e-05
SGDRegression,-0.1997321463373778,0.009980495656104729,char_wb,"(1, 5)",clean_and_stem_text,huber,l2,1e-05
SGDRegression,-0.47021459609158767,0.019712955294668433,char_wb,"(1, 9)",N/A,huber,l2,1e-05
SGDRegression,-0.3342504669263134,0.014512249832950465,char_wb,"(1, 9)",clean_and_stem_text,huber,l2,1e-05
SGDRegression,-1.7205907568110501,0.03001261354922431,char_wb,"(2, 6)",N/A,huber,l2,1e-05
SGDRegression,-1.3814277646184856,0.0292280520335718,char_wb,"(2, 6)",clean_and_stem_text,huber,l2,1e-05
SGDRegression,-2.805898510112299,0.04002130516617606,char_wb,"(3, 7)",N/A,huber,l2,1e-05
SGDRegression,-2.480556382677352,0.03743902437049154,char_wb,"(3, 7)",clean_and_stem_text,huber,l2,1e-05
SGDRegression,-4.262329254118238,0.050978782019555746,char_wb,"(4, 9)",N/A,huber,l2,1e-05
SGDRegression,-3.482547965616182,0.047959989639792915,char_wb,"(4, 9)",clean_and_stem_text,huber,l2,1e-05
SGDRegression,0.5534791133498139,0.009787619050543622,char,"(1, 3)",N/A,squared_loss,l1,1e-05
SGDRegression,0.5490802924973615,0.012121963461482064,char,"(1, 3)",clean_and_stem_text,squared_loss,l1,1e-05
SGDRegression,0.5822451211890286,0.007633107437282712,char,"(1, 5)",N/A,squared_loss,l1,1e-05
SGDRegression,0.5811537667437869,0.009936252841711502,char,"(1, 5)",clean_and_stem_text,squared_loss,l1,1e-05
SGDRegression,0.5754559186123263,0.008366552208283671,char,"(1, 9)",N/A,squared_loss,l1,1e-05
SGDRegression,0.579004379238939,0.011297026379589022,char,"(1, 9)",clean_and_stem_text,squared_loss,l1,1e-05
SGDRegression,0.5906002398384522,0.007707929270564909,char,"(2, 6)",N/A,squared_loss,l1,1e-05
SGDRegression,0.5900959728035101,0.009242059048826788,char,"(2, 6)",clean_and_stem_text,squared_loss,l1,1e-05
SGDRegression,0.5945634493873014,0.007343718604604416,char,"(3, 7)",N/A,squared_loss,l1,1e-05
SGDRegression,0.5947458069100524,0.008943724598276637,char,"(3, 7)",clean_and_stem_text,squared_loss,l1,1e-05
SGDRegression,0.590716892061692,0.009566494931797233,char,"(4, 9)",N/A,squared_loss,l1,1e-05
SGDRegression,0.5926064468216135,0.0113353055644376,char,"(4, 9)",clean_and_stem_text,squared_loss,l1,1e-05
SGDRegression,0.543513090087873,0.010669797659549105,char_wb,"(1, 3)",N/A,squared_loss,l1,1e-05
SGDRegression,0.53826143047223,0.012100715357417914,char_wb,"(1, 3)",clean_and_stem_text,squared_loss,l1,1e-05
SGDRegression,0.569879332174078,0.00881680852479176,char_wb,"(1, 5)",N/A,squared_loss,l1,1e-05
SGDRegression,0.5663182552729089,0.009420248481953901,char_wb,"(1, 5)",clean_and_stem_text,squared_loss,l1,1e-05
SGDRegression,0.5764049931151793,0.008746981250485704,char_wb,"(1, 9)",N/A,squared_loss,l1,1e-05
SGDRegression,0.5727437538648388,0.009974369731370683,char_wb,"(1, 9)",clean_and_stem_text,squared_loss,l1,1e-05
SGDRegression,0.5806771645780038,0.00808333271973037,char_wb,"(2, 6)",N/A,squared_loss,l1,1e-05
SGDRegression,0.577599103443741,0.008734757706888235,char_wb,"(2, 6)",clean_and_stem_text,squared_loss,l1,1e-05
SGDRegression,0.5864313727114856,0.0075841217677655405,char_wb,"(3, 7)",N/A,squared_loss,l1,1e-05
SGDRegression,0.5831910343176723,0.00853989539684641,char_wb,"(3, 7)",clean_and_stem_text,squared_loss,l1,1e-05
SGDRegression,0.5863379142983328,0.008015102597917139,char_wb,"(4, 9)",N/A,squared_loss,l1,1e-05
SGDRegression,0.5837571546647433,0.009017262047294947,char_wb,"(4, 9)",clean_and_stem_text,squared_loss,l1,1e-05
SGDRegression,0.554324968618481,0.009397119252942178,char,"(1, 3)",N/A,squared_loss,l2,1e-05
SGDRegression,0.5495259695232566,0.011895753574655719,char,"(1, 3)",clean_and_stem_text,squared_loss,l2,1e-05
SGDRegression,0.5851990898757632,0.007469863915721612,char,"(1, 5)",N/A,squared_loss,l2,1e-05
SGDRegression,0.5835820393683753,0.009682060248967443,char,"(1, 5)",clean_and_stem_text,squared_loss,l2,1e-05
SGDRegression,0.5860136409756553,0.008146208074390928,char,"(1, 9)",N/A,squared_loss,l2,1e-05
SGDRegression,0.5884303790560121,0.010791155147670888,char,"(1, 9)",clean_and_stem_text,squared_loss,l2,1e-05
SGDRegression,0.5950317838792495,0.007526938612711903,char,"(2, 6)",N/A,squared_loss,l2,1e-05
SGDRegression,0.593844689261385,0.009046361911109656,char,"(2, 6)",clean_and_stem_text,squared_loss,l2,1e-05
SGDRegression,0.6008105655286418,0.0072855475332785505,char,"(3, 7)",N/A,squared_loss,l2,1e-05
SGDRegression,0.6002061713836891,0.008790713020624823,char,"(3, 7)",clean_and_stem_text,squared_loss,l2,1e-05
SGDRegression,0.6015170402757263,0.009661092214064373,char,"(4, 9)",N/A,squared_loss,l2,1e-05
SGDRegression,0.6025799308129409,0.01119345088494866,char,"(4, 9)",clean_and_stem_text,squared_loss,l2,1e-05
SGDRegression,0.5434384473642873,0.010765910888942236,char_wb,"(1, 3)",N/A,squared_loss,l2,1e-05
SGDRegression,0.538217007846133,0.01138818773214475,char_wb,"(1, 3)",clean_and_stem_text,squared_loss,l2,1e-05
SGDRegression,0.5718930050291732,0.008568958997648988,char_wb,"(1, 5)",N/A,squared_loss,l2,1e-05
SGDRegression,0.5681790073270052,0.009681105608739565,char_wb,"(1, 5)",clean_and_stem_text,squared_loss,l2,1e-05
SGDRegression,0.580435143590749,0.008460281398317997,char_wb,"(1, 9)",N/A,squared_loss,l2,1e-05
SGDRegression,0.5758051853124083,0.009774296274701924,char_wb,"(1, 9)",clean_and_stem_text,squared_loss,l2,1e-05
SGDRegression,0.5831343655640134,0.007898485212933983,char_wb,"(2, 6)",N/A,squared_loss,l2,1e-05
SGDRegression,0.5794881305709277,0.008617426225128308,char_wb,"(2, 6)",clean_and_stem_text,squared_loss,l2,1e-05
SGDRegression,0.589365015424599,0.007345747907212784,char_wb,"(3, 7)",N/A,squared_loss,l2,1e-05
SGDRegression,0.5854283123255091,0.008476439555124905,char_wb,"(3, 7)",clean_and_stem_text,squared_loss,l2,1e-05
SGDRegression,0.5902371479934454,0.007858949604356937,char_wb,"(4, 9)",N/A,squared_loss,l2,1e-05
SGDRegression,0.5866196878687963,0.008882907343063193,char_wb,"(4, 9)",clean_and_stem_text,squared_loss,l2,1e-05
SGDRegression,-0.27101905191859654,0.012859590639603877,char,"(1, 3)",N/A,huber,l1,0.0001
SGDRegression,-0.22148609018133705,0.009272297785496719,char,"(1, 3)",clean_and_stem_text,huber,l1,0.0001
SGDRegression,-0.8433399612267067,0.02779026483042271,char,"(1, 5)",N/A,huber,l1,0.0001
SGDRegression,-0.7487625767293302,0.022135761862227564,char,"(1, 5)",clean_and_stem_text,huber,l1,0.0001
SGDRegression,-2.3985524101798634,0.040546157471822344,char,"(1, 9)",N/A,huber,l1,0.0001
SGDRegression,-2.357323664060467,0.04025462414916691,char,"(1, 9)",clean_and_stem_text,huber,l1,0.0001
SGDRegression,-3.1667124095839996,0.044272899527035024,char,"(2, 6)",N/A,huber,l1,0.0001
SGDRegression,-2.9619713828310856,0.04391826569532628,char,"(2, 6)",clean_and_stem_text,huber,l1,0.0001
SGDRegression,-5.229487396665154,0.06208730293804904,char,"(3, 7)",N/A,huber,l1,0.0001
SGDRegression,-5.184614587234632,0.06169463770658435,char,"(3, 7)",clean_and_stem_text,huber,l1,0.0001
SGDRegression,-5.383076162076404,0.06358922364424209,char,"(4, 9)",N/A,huber,l1,0.0001
SGDRegression,-5.371811574086099,0.06351735732454039,char,"(4, 9)",clean_and_stem_text,huber,l1,0.0001
SGDRegression,-0.13431445684746834,0.006587595658109919,char_wb,"(1, 3)",N/A,huber,l1,0.0001
SGDRegression,-0.08975636064264089,0.005422559874430587,char_wb,"(1, 3)",clean_and_stem_text,huber,l1,0.0001
SGDRegression,-0.320952885045342,0.01335077376229816,char_wb,"(1, 5)",N/A,huber,l1,0.0001
SGDRegression,-0.23272222210036633,0.009948702348945921,char_wb,"(1, 5)",clean_and_stem_text,huber,l1,0.0001
SGDRegression,-0.5723070584392825,0.02301967469719688,char_wb,"(1, 9)",N/A,huber,l1,0.0001
SGDRegression,-0.4026747194355614,0.01598432986685179,char_wb,"(1, 9)",clean_and_stem_text,huber,l1,0.0001
SGDRegression,-2.225792274645996,0.03726068802702784,char_wb,"(2, 6)",N/A,huber,l1,0.0001
SGDRegression,-1.8652793252515063,0.03686637831621737,char_wb,"(2, 6)",clean_and_stem_text,huber,l1,0.0001
SGDRegression,-4.1940443074054645,0.053819117813792665,char_wb,"(3, 7)",N/A,huber,l1,0.0001
SGDRegression,-3.2454592678028957,0.044524700025332514,char_wb,"(3, 7)",clean_and_stem_text,huber,l1,0.0001
SGDRegression,-5.148910566963739,0.06300472647293516,char_wb,"(4, 9)",N/A,huber,l1,0.0001
SGDRegression,-4.854724017016397,0.06029227158258837,char_wb,"(4, 9)",clean_and_stem_text,huber,l1,0.0001
SGDRegression,-0.2587067331366081,0.012520189936830288,char,"(1, 3)",N/A,huber,l2,0.0001
SGDRegression,-0.2146598499950195,0.00910162369231203,char,"(1, 3)",clean_and_stem_text,huber,l2,0.0001
SGDRegression,-0.7402110949004672,0.026153299260926518,char,"(1, 5)",N/A,huber,l2,0.0001
SGDRegression,-0.6716502542312263,0.019699444772026977,char,"(1, 5)",clean_and_stem_text,huber,l2,0.0001
SGDRegression,-2.1383113032516263,0.03813551532982158,char,"(1, 9)",N/A,huber,l2,0.0001
SGDRegression,-2.1080173281487173,0.040760709167110415,char,"(1, 9)",clean_and_stem_text,huber,l2,0.0001
SGDRegression,-2.5961628382897204,0.03910848700006349,char,"(2, 6)",N/A,huber,l2,0.0001
SGDRegression,-2.486387843055414,0.03860732201812672,char,"(2, 6)",clean_and_stem_text,huber,l2,0.0001
SGDRegression,-4.517707006377703,0.05589467340576901,char,"(3, 7)",N/A,huber,l2,0.0001
SGDRegression,-4.382293604344019,0.0560368080068535,char,"(3, 7)",clean_and_stem_text,huber,l2,0.0001
SGDRegression,-5.2214592616438456,0.06193669671562844,char,"(4, 9)",N/A,huber,l2,0.0001
SGDRegression,-5.1953576639193155,0.06178759236011626,char,"(4, 9)",clean_and_stem_text,huber,l2,0.0001
SGDRegression,-0.12980845220220547,0.006532774640335832,char_wb,"(1, 3)",N/A,huber,l2,0.0001
SGDRegression,-0.08753680218981419,0.0055856014184956235,char_wb,"(1, 3)",clean_and_stem_text,huber,l2,0.0001
SGDRegression,-0.29338154661561505,0.01202605435194572,char_wb,"(1, 5)",N/A,huber,l2,0.0001
SGDRegression,-0.2151314501651497,0.008486270865272087,char_wb,"(1, 5)",clean_and_stem_text,huber,l2,0.0001
SGDRegression,-0.513989932660107,0.02080698661144012,char_wb,"(1, 9)",N/A,huber,l2,0.0001
SGDRegression,-0.3635304135449097,0.015264448302856087,char_wb,"(1, 9)",clean_and_stem_text,huber,l2,0.0001
SGDRegression,-1.8386233672677839,0.03386812139400339,char_wb,"(2, 6)",N/A,huber,l2,0.0001
SGDRegression,-1.5064838391220128,0.028201019799340407,char_wb,"(2, 6)",clean_and_stem_text,huber,l2,0.0001
SGDRegression,-2.905502764820068,0.044204085975657906,char_wb,"(3, 7)",N/A,huber,l2,0.0001
SGDRegression,-2.57915275607397,0.038258162619923625,char_wb,"(3, 7)",clean_and_stem_text,huber,l2,0.0001
SGDRegression,-4.340459462184059,0.05442230421897934,char_wb,"(4, 9)",N/A,huber,l2,0.0001
SGDRegression,-3.6432989621054235,0.044981454103441905,char_wb,"(4, 9)",clean_and_stem_text,huber,l2,0.0001
SGDRegression,0.5446287360161033,0.009797865273637902,char,"(1, 3)",N/A,squared_loss,l1,0.0001
SGDRegression,0.5417202046241603,0.012855455506405994,char,"(1, 3)",clean_and_stem_text,squared_loss,l1,0.0001
SGDRegression,0.5588354033972924,0.008538687686243385,char,"(1, 5)",N/A,squared_loss,l1,0.0001
SGDRegression,0.5607181906024351,0.010796363077773192,char,"(1, 5)",clean_and_stem_text,squared_loss,l1,0.0001
SGDRegression,0.5337748850412725,0.008523725499591113,char,"(1, 9)",N/A,squared_loss,l1,0.0001
SGDRegression,0.5396387460200862,0.011423317984968005,char,"(1, 9)",clean_and_stem_text,squared_loss,l1,0.0001
SGDRegression,0.5630304629113467,0.008061826804751066,char,"(2, 6)",N/A,squared_loss,l1,0.0001
